store_id,store_name,address,city,lat,lng,rating,review_count,phone,tier_class,reckitt_tier,reckitt_score
ChIJNzsjm_pSzDERF3lwF6_EL0o,99 Speedmart 1080 Shah Alam Sek 7 (1),"No: QG 43 & QG 45, Jalan Plumbum U 7/U, Seksyen 7",Shah Alam,3.0671082,101.4901879,2.2,27,03-3362 6863,99 Speedmart,Tier 1,7.33
ChIJBZwYnWJJzDERq6aiqnw2CFw,"KK Super Mart Petaling Jaya, Jalan Bukit (PBK)","No. 31, Jalan Bukit 11/2, Pjs 11, Pjs 11",Petaling Jaya,3.1105395,101.6454695,2.3,23,016-512 3308,KK Mart,Tier 1,7.31
ChIJlRIQASTnzTERAoaqQfeQv9o,"KK SUPER MART Seremban, Taman Seremban Jaya (SSRJ)","No: 3961-G, Jalan SJ 8/4, Taman Seremban Jaya",Seremban,2.6746569,101.9780749,3.3,8,,KK Mart,Tier 1,7.25
ChIJPzfjwQxLzDERSLJQZueV1zM,99 Speedmart 2592 Endah Promenade,"No: A-G-3 & A-G-3A (Ground Floor Endah Promenade Jalan 3/149E Taman Sri Endah, Bandar Baru Sri Petaling",Kuala Lumpur,3.0638762,101.6972533,3.3,8,03-3362 6863,99 Speedmart,Tier 1,7.25
ChIJ32CdSIRdzDER8ZF3UccxGYQ,"KK Super Mart Rawang, Kundang (RKD)","Lot 43E, Jalan Kbk 5, Kampung Baru Kundang",Rawang,3.2793397,101.5138267,3.3,8,,KK Mart,Tier 1,7.25
ChIJl2fp4w7nzTERC25uHTyvkHI,99 Speedmart 3288 (NS) Taman Bukit Emas,"No: 26 & 27 (Ground Floor Jalan Bukit Emas, 2, Jalan Tampin, Taman Bukit Emas",Seremban,2.6891331,101.969595,4.5,4,03-3362 6863,99 Speedmart,Tier 1,7.24
ChIJkWOHBKjFzTER_DuRvyNiKFU,Embun Halal Mart,"579, Jalan TM 1, Taman Mulia",Mantin,2.8452972,101.8432046,4.5,4,019-392 7000,Indie mart,Tier 1,7.24
ChIJJVKPRsnnzTERYhBGamNwGAg,99 Speedmart 1347 (NS) Garden Homes,"No: 118 & 119 (GF, Jalan S2 F2, Garden Homes Seremban 2",Seremban,2.6851231,101.907326,2.9,11,03-3362 6863,99 Speedmart,Tier 1,7.21
ChIJJ0pR0kSjzTER3meKSg0hSww,99 Speedmart 1047 Kampung Sungai Lang,"No.40-42, Jalan Bersatu Dua, Taman Bersatu, 34, Jalan Bersatu 1, Kampung Sungai Lang",Banting,2.790245,101.5102694,2.9,11,03-3362 6863,99 Speedmart,Tier 1,7.21
ChIJX4sT_C3dzTERd7-wZDgIiCU,99 Speedmart 1403 (NS) Taman Sri Pulai,"3, No: 1057 & 1058 (GF, Lorong Sri Pulai 38/2, Taman Sri Pulai",Seremban,2.7487084,101.9482421,3.7,6,03-3362 6863,99 Speedmart,Tier 1,7.2
ChIJuSgvlr3JzTERcOBePkwJIJQ,99 Speedmart 2924 Vista Bangi,"No: 1-12 & 1-13 (Ground Floor Vista Bangi, Batu 18 3/4, Jalan TB 1/1",Cheras,2.9456474,101.7855223,3.7,6,03-3362 6863,99 Speedmart,Tier 1,7.2
ChIJofW4BW7NzTER8QJQ4ABUSsc,99 Speedmart 3031 Taman Bukit Mewah 3,"No : G-1 (Ground Floor Mewah 9 Residence, Jalan Bukit Mewah 9/1, Taman Bukit Mewah",Semenyih,2.9754609,101.8102137,3.7,6,03-3362 6863,99 Speedmart,Tier 1,7.2
ChIJMdTrzyjPzTERANKxHFNgTuA,99 Speedmart 2351 • Taman Pelangi Semenyih 2,"Ground Floor, No: 27 & 29, Jalan Tps 1/6, Taman Pelangi Semenyih",Semenyih,2.9314441,101.8575346,3.7,6,03-3362 6863,99 Speedmart,Tier 1,7.2
ChIJH14h18xDzDERhrao_7yfqFQ,99 Speedmart 2725 Setia Eco Templer,"3 & 3A, Jalan 3, 1, Persiaran Setia Eco Templer",Rawang,3.288527299999999,101.6384967,3.7,6,03-3362 6863,99 Speedmart,Tier 1,7.2
ChIJdS4AuJW_zTERkFlnszKnMY0,"KK SUPER MART KLIA2, Gateway (GWY)","Unit L1-09 & L1-10, Level 1, Gateway @ KLIA 2, Terminal KLIA 2, KL International Airport, Jalan KLIA 2/1, KLIA",Sepang,2.744088899999999,101.6856391,2.4,19,016-330 8447,KK Mart,Tier 1,7.19
ChIJvyx0N-LhzTER8lKkHDM-10Y,"KK SUPER MART Seremban, Taman Senawang Jaya (SSNJ)","324-G, Jalan Berlian, Taman Senawang Jaya",Seremban,2.6917608,101.984123,3.0,10,,KK Mart,Tier 1,7.19
ChIJ8SnS6eq3zTERfW0TOz_oYcE,ECONSAVE Mart Menara Paragon,"Menara Paragon, GF-13A, Persiaran Bestari, Cyber 11",Cyberjaya,2.9244813,101.6371878,3.0,10,,Indie mart,Tier 1,7.19
ChIJi-eBco9azDERCCaN2jfDHKw,"KK Super Mart Sungai Buloh, Saujana Utama 3 (SSU)","28, Jalan Bidara 6/3, Saujana Utama 3",Sungai Buloh,3.2041835,101.4871636,3.0,10,03-6039 6239,KK Mart,Tier 1,7.19
ChIJHcXPxwjPzTERJFzJmkiE74U,"KK SUPER MART SEMENYIH, BANDAR TASIK KESUMA (STK)","19, Jalan Kesuma 3/2, Bandar Tasik Kesuma",Beranang,2.9067017,101.8651339,2.8,12,,KK Mart,Tier 1,7.18
ChIJI0WSZHRPzDERlRtQrBeo5T0,"KK SUPER MART Kota Damansara, Jalan Pekaka (KDP)","4-1, Jalan Pekaka 8/4, Seksyen 8, Kota Damansara",Petaling Jaya,3.1758102,101.5761197,2.8,12,016-327 3308,KK Mart,Tier 1,7.18
ChIJER_OL8fgzTERqRdAhQHu-FU,99 Speedmart 1690 (NS) Taman Widuri Indah,"No 97 & 98 (Ground Floor, Jalan Widuri Indah 5, Taman Widuri Indah",Senawang,2.6960907,101.9968137,4.0,5,03-3362 6863,99 Speedmart,Tier 1,7.17
ChIJfRsNRjrnzTERTRthmjsquu4,99 Speedmart 1768 (NS) Taman Seremban Jaya 2,"Ground Floor, PT 2511, Jalan SJ 2/1, Taman Seremban Jaya",Seremban,2.682290699999999,101.9728561,4.0,5,03-3362 6863,99 Speedmart,Tier 1,7.17
ChIJqcQ9JiakzTERk1G3wDaNipc,Pasar Mini Dua Tiga Tiga Satu,Kampung Kathong,Banting,2.8301702,101.4375274,4.0,5,,Mini-mart,Tier 1,7.17
ChIJ-6lU89jJzTER3oPlKSBy-YU,"KK SUPER MART Bangi, Seksyen 4 2(BS42)","No: 6, Jalan 4/1b, Seksyen 4 Tambahan Bandar Baru Bangi",Bandar Baru Bangi,2.9541205,101.7788307,4.0,5,011-2823 4517,KK Mart,Tier 1,7.17
ChIJDetGHgCzzTERYGLoSSAi6pI,CU Mart Kota Kemuning,"Lot 2-33-2, No 14, Persiaran Anggerik Vanilla, Kota Kemuning",Shah Alam,3.000187000000001,101.53267,4.0,5,,Indie mart,Tier 1,7.17
ChIJ56Oag8NJzDERmYJjqf4smdc,BilaBila Mart - Setia Bakti,"69, Jalan Setia Bakti, Bukit Damansara",Kuala Lumpur,3.1552544,101.6561266,4.0,5,,Indie mart,Tier 1,7.17
ChIJQd9GNstFzDERZob-OhFpMd0,99 Speedmart 3624 Saujana Utama 2,"No: 1 & 3 (Ground Floor, Jalan Melur 2, Taman Saujana Utama",Sungai Buloh,3.210516100000001,101.4796938,4.0,5,03-3362 6863,99 Speedmart,Tier 1,7.17
ChIJX7yNejZFzDER-GMznhZYDEo,99 Speedmart 2690 Bandar Baru Sungai Buloh 2,"No: 572 & 573 (Ground Floor Jalan 1B/7, Seksyen U20, Bandar Baru Sungai Buloh",Shah Alam,3.2161629,101.5658374,4.0,5,03-3362 6863,99 Speedmart,Tier 1,7.17
ChIJteHMvyfLzTERKmamoc43-rM,Econsave Hentian Kajang - Pasar Ekonomi Mart,"No 16G, Jalan Hentian 1, Off, Jalan TB 1/1, Pusat Hentian Kajang",Kajang,2.957384100000001,101.7904081,3.1,9,03-8740 2130,Indie mart,Tier 1,7.14
ChIJmSrvRGxRzDER0tOf8wwvJrc,99 Speedmart 2250 Setia Alam 6,"No: 16 & 18 (Ground Floor), Jalan Setia Utama AS, U13/AS Setia Alam, 40170 Shah Alam, Selangor Darul, Setia Alam",Shah Alam,3.124260399999999,101.467448,3.1,9,03-3362 6863,99 Speedmart,Tier 1,7.14
ChIJnUvqyhtPzDERjc6CFLrNL60,99 Speedmart 3075 Elmina East 2,"AB U16/AB, No: 3 & 5 (Ground Floor, Persiaran Eserina, Elmina East",Shah Alam,3.1849575,101.5272708,3.1,9,03-3362 6863,99 Speedmart,Tier 1,7.14
ChIJM_aFyj5PzDERSJ8Cw6Nk3jI,99 Speedmart 2203 Subang Perdana 2,"No : 25 & 27 (Ground Floor), Jalan SP 2/2, Taman Subang Perdana 2, Seksyen U3",Shah Alam,3.150521699999999,101.5424234,3.1,9,03-3362 6863,99 Speedmart,Tier 1,7.14
ChIJjaYwPPxLzDERd5pVmkSofPU,KK SUPER MART Sea Park (SEA),"15, Jalan 21/17, Sea Park",Petaling Jaya,3.109438,101.6224693,2.7,13,016-330 8407,KK Mart,Tier 1,7.13
ChIJDxxZz33OzTERC4apudyL1Zo,KK SUPER MART Taman Semenyih (TSM),"3, Jalan Semenyih Impian 7, Taman Semenyih Impian",Semenyih,2.9553614,101.8444422,3.4,7,016-330 8470,KK Mart,Tier 1,7.07
ChIJNR5sqM7IzTERY96bUoD4_74,99 Speedmart 1611 Taman Bangi Avenue,"No: 22 & 24A (Ground Floor), Jalan Bangi Avenue, 1/8, Taman, Bangi Avenue",Kajang,2.9003281,101.7920608,2.6,14,03-3362 6863,99 Speedmart,Tier 1,7.04
ChIJkXUcn3y1zTERCf374fEihh8,KK SUPER MART Seri Kembangan Universiti Indah(SKUI),"No.3, Jalan Indah 2/10, Taman Universiti Indah",Seri Kembangan,3.0053967,101.6910775,2.8,11,011-3126 5308,KK Mart,Tier 1,6.96
ChIJ2SKSlKDGzTER6Wu-oARBxrU,KK SUPER MART Bandar Baru Nilai (BN1),"PT12171, Jalan BBN 1/1F, Pusat Bandar Putra Point, Bandar Baru Nilai",Nilai,2.813875399999999,101.7972075,2.9,10,016-330 8242,KK Mart,Tier 1,6.95
ChIJa6Cge_nLzTERIDIt-AaWriM,99 Speedmart 1130 Taman Putra Budiman,"No.9, 11 & 13, Jalan Budiman 2/3 Putra Square, Taman Putra Budiman",Balakong,3.010733,101.736549,2.9,10,03-3362 6863,99 Speedmart,Tier 1,6.95
ChIJ5S2qADtIzDERyXCHlyHY1W0,JOM KE 3M Mini Market Meraya Regalia Apartment,"Jalan Anjung Putra, Off jalan Tun Sultan Ismail",50250,3.164099,101.6926071,2.9,10,03-2722 6869,Mini-mart,Tier 1,6.95
ChIJfSmAC35MzDERyGsEZhRw6ls,KK Super Mart Bandar Sunway (BS),"38, Jalan PJS 11/28a, Bandar Sunway",Petaling Jaya,3.0732284,101.6097612,2.4,17,016-330 8152,KK Mart,Tier 1,6.94
ChIJ01H8uolKzDER5e9_R6YawxU,KK Super Mart Sri Petaling (SPR),"163-G, Jalan Radin Bagus, Bandar Baru Sri Petaling",Kuala Lumpur,3.0710794,101.6917343,2.4,17,016-330 8496,KK Mart,Tier 1,6.94
ChIJEwLJkOYLzjERHPMVdghw8WQ,Kedai Runcit Gan Hiap Seng,Kampung Tanjung Beringin,Seri Menanti,2.6985428,102.161708,5.0,3,,Kedai runcit,Tier 1,6.93
ChIJBZdOky_nzTERm6aswXN5mPI,99 Speedmart 3695 (NS) Taman Negeri,"No: 2122 & 2123 (Ground Floor, Lorong Belatek 1/2, Taman Negeri",Seremban,2.6818461,101.9290705,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJH_D0SSu5zTERYamucn8B0eg,99 Speedmart 3297 Pusat Perdagangan Gemilang,"No: 53 (Ground Floor, Jalan Gemilang 1, Pusat Perdagangan Gemilang",Sepang,2.8079752,101.6984146,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJEchsTandzTER2dnzZZ1cCto,Richiamo Mart KPJ Seremban,"Lot 2, New Lobby of KPJ, Seremban Specialist Hospital, Lot 6219 & 6220, Jalan Toman 1, Kemayan Square",Seremban,2.7186092,101.9217919,5.0,3,06-651 7004,Indie mart,Tier 1,6.93
ChIJM58gbsXdzTERPoZFHfSrPFg,KEDAI RUNCIT FAUZAN,"MEDAN SELERA AMPANGAN, 68, Jalan Kuala Pilah, Bandar Baru Ampangan",Seremban,2.724365799999999,101.9623074,5.0,3,017-648 9112,Kedai runcit,Tier 1,6.93
ChIJGZ3nnizDzTERKc5Y61zG1WY,99 Speedmart 3688 (NS) Taman Bakti YNS,"No: 4 & 5 (Ground Floor, Jalan Bakti YNS 5/1, Taman Bakti YNS",Labu,2.782888499999999,101.8050642,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJ7RwrfgDFzTERqPsdJ4QLi8U,TIKTIK MART,"31, 5, Jalan Nilai Perdana, Taman Nilai Perdana",Nilai,2.8030968,101.8053494,5.0,3,,Indie mart,Tier 1,6.93
ChIJe7evJADJzTERHiIcIWUJR1U,99 Speedmart 3626 Bandar Bukit Mahkota 2,"No. 46 & 48, Tingkat Bawah, Seksyen 2, Jalan BM 2/1, Bandar Bukit Mahkota",Kajang,2.8877186,101.7958564,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJt5rkKADJzTERFGz9XGVzYYA,99 Speedmart 3527 Putrajaya Presint 15 (2),"LG-1 (Ground Floor, 1, Jalan P15 H, Presint 15",Putrajaya,2.9378128,101.7150105,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJK4f7rFtLzDERIs6nSdT1vOM,99 Speedmart 2992 One Petaling,"No : G-01 (Ground Floor Pangsapuri 1 Petaling, Off, Jalan 1c/149, Sungai Besi",Kuala Lumpur,3.0679519,101.705303,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJR1S9JGM1zDERYqRPr9xF_14,"KK SUPER MART Sungai Besi, Lake Fields (SBL)","52A, Jalan Tasik Utama 5, Sungai Besi",Kuala Lumpur,3.0620475,101.7104277,2.7,12,016-528 3308,KK Mart,Tier 1,6.93
ChIJG_E72xc1zDERr7kcFAh1Xfo,Kedai Serbaneka Bagus,"A-G-08, Damai Hillpark, Jalan Damai Perdana 6/1F, Bandar Damai Perdana",Balakong,3.0532201,101.7390913,5.0,3,,Generic kedai,Tier 1,6.93
ChIJXUDmLeQ1zDER109Y3u5pWlc,Connaught China Mart Sdn. Bhd. 中国便利店 (中国超市),"B-G-1, Medan Connaught, Jalan 3/144a",cheras,3.0763426,101.7444821,5.0,3,03-9107 8892,Indie mart,Tier 1,6.93
ChIJRWn2ONVTzDERNPq6vtfn5Xc,"KK Super Mart Shah Alam , Seksyen U13(2) ( S132 )","AF U13/AF, Seksyen U13, 17, Persiaran Setia Murni",Shah Alam,3.1099472,101.4476551,5.0,3,,KK Mart,Tier 1,6.93
ChIJoYRyDjZJzDERbtUjSkbx3vs,DPR SPEEDMART,Section 13,Petaling Jaya,3.1139696,101.6396338,5.0,3,,Indie mart,Tier 1,6.93
ChIJXazIDwA3zDER9cWWooXrnnE,Pasaraya 9 Grocer Pandan Perdana,"Jalan Perdana 4/8, Pandan Perdana",Kuala Lumpur,3.1208115,101.7432827,5.0,3,,Sundry/grocer,Tier 1,6.93
ChIJHaqcEABPzDER_x4KmhvhFHg,GT Mart Subang U5,"No. 36, Jalan D U5/D, Bandar Pinggiran Subang",Shah Alam,3.1789264,101.5380403,5.0,3,,Indie mart,Tier 1,6.93
ChIJYU8SDYBPzDER2ZPEjdgURkk,99 Speedmart 3740 Taman Subang Murni,"No: 41 & 43 (Ground Floor Jalan Zuhrah BH U5/BH Seksyen U5, Taman Subang Murni",Shah Alam,3.1627476,101.5437919,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJQ4sY4ThJzDERMOmtDQ54MpE,Vintage Mart Bistari Condominium,"Gerai 1, Bistari Condominium, Jalan 1/64D, Off, Jalan Putra",Kuala Lumpur,3.1681098,101.6934381,5.0,3,011-8888 0692,Indie mart,Tier 1,6.93
ChIJ09BnymE3zDERpgDKaDkRVzc,Pasar Mini AA Basheer,Setiawangsa,Kuala Lumpur,3.1823431,101.7533504,5.0,3,019-253 7400,Mini-mart,Tier 1,6.93
ChIJzykSacpbzDERk0I5p1Wjp-I,99 Speedmart 3862 Saujana Perdana,"No: B-G-51 & B-G-53 (Ground Floor, 8, Jalan Saujana Perdana 10, Saujana Perdana",Sungai Buloh,3.2173165,101.476482,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJVUIv14VazDERVEAWyKx7ZYs,Central Mart Saujana Utama- (Trendcell Sdn. Bhd.) JGSU,"2, Jalan Bidara 8",Sungai Buloh,3.2025808,101.4867827,5.0,3,03-7981 7589,Indie mart,Tier 1,6.93
ChIJAy3jTDJbzDER02WjF2KaPhc,99 Speedmart 3338 Elmina West,"No: 5 & 6 (Ground Floor Jalan Casuarina, Elmina West, 56, Seksyen, U17 Shah Alam",Shah Alam,3.2083675,101.4969437,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJg9fnXLNdzDERKnfu0I5PPx4,"KK Super Mart Rawang , Bandar Tasik Puteri ( RTP)","No.66-G-A & 66-G-B, Jalan 7a/2, Bandar Tasik Puteri",Rawang,3.2838787,101.4733329,2.5,15,011-1675 9308,KK Mart,Tier 1,6.93
ChIJRbdJmiM5zDERbP4QGLFOa74,K.S.E Mart (Mahallah Halimah Mart),"53100, Jalan Imam Malik",Kuala Lumpur,3.2588933,101.7345364,5.0,3,,Indie mart,Tier 1,6.93
ChIJ-6z13iBHzDER3f6Kg7r_L48,SD Fresh Mart,"No.47, Jalan SG 10/4, Taman Sri Gombak",Batu Caves,3.2493702,101.6961956,5.0,3,011-6348 4795,Indie mart,Tier 1,6.93
ChIJWUXRia0FzDERVsbFdE6kK4M,99 Speedmart 3334 (PH) Pusat Perniagaan Ketari,"No: TB-P1 & TB-P2 (Ground Floor, Pusat Perniagaan Ketari",Bentong,3.5206906,101.9128083,5.0,3,03-3362 6863,99 Speedmart,Tier 1,6.93
ChIJfa3NyZHnzTEROKmFCIXxFgA,FRESH MART,"1609, Jalan Rasah",Seremban,2.689645199999999,101.9341283,4.3,4,011-3633 3526,Indie mart,Tier 1,6.92
ChIJCRxFzWGtzTERC04w7UYiPX0,99 Speedmart 3249 Taman Sentosa Perdana 2,"No: 42 (Ground Floor, Jalan Temenggung 1/KS7, Taman Sentosa Perdana 2",Klang,3.0091178,101.4782867,4.3,4,03-3362 6863,99 Speedmart,Tier 1,6.92
ChIJ58stw6g0zDER3bUiYhNhcro,99 Speedmart 1079 Sungai Long 1,"No.15 & 17, Jalan SL 1/3, Bandar Sungai Long",Kajang,3.0403664,101.7933729,2.1,26,03-3362 6863,99 Speedmart,Tier 1,6.92
ChIJ478lWxLnzTERq3qhvHgo9PM,"KK SUPER MART Seremban, Garden Homes (SGH)","No. 7, Jalan S2 F1, Garden Homes",Seremban,2.685025,101.9060158,2.2,22,016-220 8125,KK Mart,Tier 1,6.9
ChIJvQuSvkKxzTERYCdpnERS304,CU Mart Tropicana Aman,"1-1, jalan aman sinaria 2, bandar tropicana aman",Telok Panglima Garang,2.9449762,101.5273415,1.8,45,,Indie mart,Tier 1,6.89
ChIJFTWNdO61zTERuJgilrhQ8ww,KK Super Mart Bandar Puteri (2) (BPT2),"No: 38, 1, Jalan Puteri 7/10, Bandar Puteri",Puchong,3.025139499999999,101.6235365,2.3,19,,KK Mart,Tier 1,6.89
ChIJ-XKMgDKrzTERhetQuFK__D0,Econsave Bandar Bukit Tinggi 2 - Pasar Ekonomi Mart,"No.4 & 6, Lorong Batu Nilam 34B, Bandar Bukit Tinggi 2",Klang,2.999720200000001,101.431855,3.3,7,,Indie mart,Tier 1,6.86
ChIJkTlLktfKzTERVOZSkAjpGik,KK Super Mart Taman Impian Ehsan (BIE),"3, Persiaran Impian, Taman Impian Ehsan",Seri Kembangan,3.023818599999999,101.7507063,3.3,7,016-330 8604,KK Mart,Tier 1,6.86
ChIJdemTUeVIzDER53_7c25KVdI,KK Super Mart Seri Hartamas (SH),"10, Jalan 23/70a, Desa Sri Hartamas",Kuala Lumpur,3.161499,101.649492,2.6,13,016-330 8305,KK Mart,Tier 1,6.86
ChIJRexw1DoVzDERsgIX3IA1Kuk,"KK Super Mart Genting, Jalan Permai (GPM)","Ground Floor, Lot PT21074, Jalan Permai 2",Genting Highlands,3.387106,101.7746772,3.3,7,010-768 5308,KK Mart,Tier 1,6.86
ChIJF8XTBayyzTERsv48qY-6zhA,A & P Mini Market,"18, Jalan Bersatu 25/9, Taman Sri Muda Shah Alam, 40000",Selangor,3.0306976,101.5309988,3.8,5,03-5124 8849,Mini-mart,Tier 1,6.81
ChIJfYwk_l61zTER7wIhtOQ4nWo,I Borong Mart Taman Jinma,"18, Jalan Perusahaan 2, Kawasan Perusahaan",Seri Kembangan,3.0164384,101.7039981,3.1,8,010-377 4494,Indie mart,Tier 1,6.81
ChIJ8X-bnwZPzDERQvmCYC0lMWA,99 Speedmart 1058 Bukit Jelutong,"No: 15 & 17 (Ground Floor Jalan Pelapik B U8/B Bukit Jelutong, Seksyen, U 8",Shah Alam,3.1145953,101.5266912,3.8,5,03-3362 6863,99 Speedmart,Tier 1,6.81
ChIJJWnjaApFzDERPLBiyL3Dztk,"KK Super Mart Rawang, Gaia Boulevard ( RGB )","GB-Gf-08, Gaia Boulevard, Bandar Gamuda Gardens",Rawang,3.2829425,101.5421246,3.5,6,,KK Mart,Tier 1,6.81
ChIJLwAjX4M5zDERy1dsdYrZeFI,99 Speedmart 2453 Nadayu 63,"No : G-7 & G-8 (Ground Floor), Nadayu 63 Jalan Nadayu Melawati 8 Taman Nadayu",Ampang,3.222448,101.752482,3.8,5,03-3362 6863,99 Speedmart,Tier 1,6.81
ChIJwan25mXLzTERGZhBDw8yGmw,emart24 UPM Serdang,"Lot 2 PPK, Tingkat Bawah, Pusat Perniagaan Koperasi, Universiti Putra Malaysia Berhad",Seri Kembangan,2.9990276,101.7073489,2.0,29,,Indie mart,Tier 1,6.8
ChIJZyEhIDe5zTERdfAoaRHRaV4,"KK SUPER MART Sepang, Kota Warisan (SKW)","KIP Sentral, No. 23, Jalan Warisan Sentral 1, Kota Warisan",Sepang,2.8186433,101.6941461,2.3,18,010-220 8625,KK Mart,Tier 1,6.77
ChIJ3wTHmUqjzTERGieD0P_sFDA,99 Speedmart 1582 Taman Cempaka Banting,"No: 61 (Ground Floor, Jalan Cempaka Harum 1, Tmn Cempaka",Banting,2.8002435,101.4933372,2.8,10,03-3362 6863,99 Speedmart,Tier 1,6.71
ChIJVTE0gz3RzTERHKPOL2UJYEM,99 Speedmart 3194 (NS) Bandar Tasik Senangin,"No: 13, 14 & 15 (Ground Floor, Jalan Tasik Senangin 15/2, Bandar Tasik Senangin",Lenggeng,2.8809777,101.9155179,2.8,10,03-3362 6863,99 Speedmart,Tier 1,6.71
ChIJq6qqqnaxzTER5G_2VFQSeak,KK Super Mart Saujana Putra (SPT),"32, Saujana Business Park, Jalan SPU 1, Bandar Saujana Putra",Jenjarom,2.9520117,101.5816978,2.7,11,016-330 8247,KK Mart,Tier 1,6.71
ChIJl7q797NLzDER8rSE9_BIfws,99 Speedmart 2286 Taman Desa,"No: 32A & 33A (Ground Floor, Faber Plaza, Jalan Desa Bakti, Taman Desa",Kuala Lumpur,3.1026944,101.6845,2.8,10,03-3362 6863,99 Speedmart,Tier 1,6.71
ChIJWxm53-VPzDERU_A2-5-qnYM,99 Speedmart 1098 Bandar Pinggiran Subang 1,"No: 19, Jalan Bulan BV U5/BV, Bandar Pinggiran Subang",Shah Alam,3.1604798,101.5479109,2.7,11,03-3362 6863,99 Speedmart,Tier 1,6.71
ChIJgz_ZmSJFzDERZmrdnoFVfV4,KK SUPER MART Bandar Baru Sungai Buloh (SBB2),"No. 371, Jalan 1a/3, Bandar Baru Sungai Buloh",Sungai Buloh,3.2111216,101.5655332,2.7,11,,KK Mart,Tier 1,6.71
ChIJv1F8Q_NFzDERfA8dP3n7PBQ,KK Super Mart Damansara Damai DDM,"J-009, Jalan PJU 10/2a, Damansara Damai",Petaling Jaya,3.198033999999999,101.5940399,2.8,10,016-330 8050,KK Mart,Tier 1,6.71
ChIJcf7Bg25HzDERRUkkoFiIjU4,99 Speedmart 1422 Taman Desa Jaya,"No: 2-1 & 3-1 (GF), Desa Jaya Commercial Centre, Jalan 16, Taman Desa Jaya",Kuala Lumpur,3.2162535,101.6291461,2.8,10,03-3362 6863,99 Speedmart,Tier 1,6.71
ChIJpWoJca1TzDERimX0O0W4dOw,99 Speedmart 1290 Alam Avenue,"No: B-3A & B-5 (Ground Floor), Jalan Serai Wangi G 16/G Alam Avenue, Seksyen 16",Shah Alam,3.0573042,101.4912709,2.9,9,03-3362 6863,99 Speedmart,Tier 1,6.68
ChIJo01hhO9tzDERQGWM52qfOh8,99 Speedmart 1441 Hulu Yam Baru,"No: 6 & 7 (GF), Jalan Besar, Seksyen 1",Baru,3.4319712,101.6584113,2.9,9,03-3362 6863,99 Speedmart,Tier 1,6.68
ChIJVciSC-BOzDERwXArT73rwew,99 Speedmart 1061 Dataran Sunway,"No. 8 & 10, Jalan PJU 5/10",Petaling Jaya,3.151633,101.592873,2.1,23,03-3362 6863,99 Speedmart,Tier 1,6.67
ChIJ8RlByZ9OzDERkU0XmYXd_mo,KK Super Mart Pusat Dagangan NZX (NZX),"A-G-02, Block A, 2, Jalan PJU 1A/41B, Pusat Dagangan NZX, Ara Jaya, PJU 1A",Petaling Jaya,3.1142945,101.5907112,2.5,13,016-330 8425,KK Mart,Tier 1,6.6
ChIJeUoDNB9MzDER31nr1Zqm9eU,"KK Super Mart Kelana Jaya, Parklane (KJ7)","C-G-3, Pusat Komersil Parklane, 21, Jalan SS 7/26",Petaling Jaya,3.108331499999999,101.5947465,2.5,13,016-330 8415,KK Mart,Tier 1,6.6
ChIJuUL48JHHzTERoeux3FqHFjs,99 Speedmart 2909 (PK) Salak Perdana Business Park,"Ground floor, No: 5 & 7, Jalan Kenanga 1/4, Salak Perdana",Sepang,2.836315099999999,101.7387102,3.0,8,03-3362 6863,99 Speedmart,Tier 1,6.59
ChIJQT9KCzi4zTERXbjJAPK1wjw,99 Speedmart 1672 Taman Bintang Mas,"No: 5 (Ground Floor, Jalan Bintang Mas/1, Tmn Bintang Mas",Dengkil,2.8574501,101.674138,3.0,8,03-3362 6863,99 Speedmart,Tier 1,6.59
ChIJSX2_7kK3zTERjlhJr_5kgYw,BilaBila Mart - SplashMania Waterpark,"Lot No.3, Splash Mania Water Theme Park, Gamuda Cove, Persiaran Cove Sentral, Bandar Gamuda Cove",Dengkil,2.8890236,101.6169522,3.0,8,,Indie mart,Tier 1,6.59
ChIJGcCylIFNzDER-GQtOI9G-N4,KK SUPER MART Shah Alam 11 (SA11),"11C, No. 4, Jalan Wau C 11/C, Seksyen 11",Shah Alam,3.075784999999999,101.5293837,3.0,8,014-253 7952,KK Mart,Tier 1,6.59
ChIJnyWwCO9pzDERxpsLDD-Cp14,99 Speedmart,"g7, 9, Jalan Sari Alamanda 5",Rawang,3.3699525,101.5716961,3.0,8,,99 Speedmart,Tier 1,6.59
ChIJzRm9xcFJzDER1-IkD5C2fz8,KK SUPER MART Brickfields (BF),"112, Jalan Tun Sambanthan, Brickfields",Kuala Lumpur,3.1326947,101.6876214,2.1,22,016-330 8315,KK Mart,Tier 1,6.58
