store_id,place_id,store_name,banner,format,reckitt_target,exclusion_reason,address,city,region,lat,lng,category,rating,review_count,phone,opening_hours,website,google_types,vicinity,price_level,business_status,annual_sales_usd,lines_per_store,covered,source,poi_count,actual_location,matches_selected_region,geographic_note
ChIJ4wTeB041HTERzri7YwvgoBU,ChIJ4wTeB041HTERzri7YwvgoBU,เมืองยาฟาร์มา Meuang Yaa Pharma,Independent (no name keyword),Pharmacy (independent),TARGET,,"39, 9, Tambon Ban Suan",Amphoe Mueang Chon Buri,Chon Buri,13.3568053,101.0151327,pharmacy,4.5,2,084 436 5534,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","39, 9, Tambon Ban Suan, Amphoe Mueang Chon Buri",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJXSBLrAk1HTERoY0hk81u3gs,ChIJXSBLrAk1HTERoY0hk81u3gs,มายดรัก ฟาร์มาซี (MY DRUG PHARMACY),Independent,Pharmacy (independent),TARGET,,"272, ลุมพินีคอนโด, 8 ทาวน์ ชลบุรี-สุขุมวิท",Amphoe Mueang Chon Buri,Chon Buri,13.3547139,100.9864668,pharmacy,5,4,081 983 2942,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","272, ลุมพินีคอนโด, 8 ทาวน์ ชลบุรี-สุขุมวิท, Amphoe Mueang Chon Buri",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJEwCCmYY1HTERw-fmASjDx9c,ChIJEwCCmYY1HTERw-fmASjDx9c,Chon Buri Sin Charoen,Independent (no name keyword),Pharmacy (independent),TARGET,,"844, 19 Sukhumvit Road, Tambon Bang Pla Soi",Amphoe Mueang Chon Buri,Chon Buri,13.3573426,100.9858453,pharmacy,0,0,038 791 808,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","844, 19 Sukhumvit Road, Tambon Bang Pla Soi, Amphoe Mueang Chon Buri",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJA3DY9fo1HTERSH2l3e8s3eE,ChIJA3DY9fo1HTERSH2l3e8s3eE,Mueang Chon Pharmacy,Independent,Pharmacy (independent),TARGET,,"844, 38 ก.9 Sukhumvit Road, Tambon Bang Pla Soi",Amphoe Mueang Chon Buri,Chon Buri,13.361349,100.9894095,pharmacy,4.3,26,081 949 2999,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 7:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","844, 38 ก.9 Sukhumvit Road, Tambon Bang Pla Soi, Amphoe Mueang Chon Buri",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJUxrXfo81HTERZE6zMJUYeyw,ChIJUxrXfo81HTERZE6zMJUYeyw,Pharmacy,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,"9X6Q+HHX, Bang Pla Soi",Chon Buri District,Chon Buri,13.361489,100.9889875,pharmacy,4.9,25,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","9X6Q+HHX, Bang Pla Soi, Chon Buri District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ_VkgB7A1HTERsU3-lL6N2IY,ChIJ_VkgB7A1HTERsU3-lL6N2IY,กิตติฟาร์มาซี Kitti Pharmacy,Independent,Pharmacy (independent),TARGET,,"Thanon Akkanivat, Tambon Bang Pla Soi",Amphoe Mueang Chon Buri,Chon Buri,13.3615009,100.9889512,pharmacy,4.9,25,038 282 615,Monday: 8:30 AM – 8:30 PM | Tuesday: 8:30 AM – 8:30 PM | Wednesday: 8:30 AM – 8:30 PM | Thursday: 8:30 AM – 8:30 PM | Friday: 8:30 AM – 8:30 PM | Saturday: 8:30 AM – 8:30 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Thanon Akkanivat, Tambon Bang Pla Soi, Amphoe Mueang Chon Buri",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJgSZXzvg1HTERdkeQUL3hl4A,ChIJgSZXzvg1HTERdkeQUL3hl4A,Yor-R-Ya Pharmacy,Independent,Pharmacy (independent),TARGET,,"844, 106 ซอย, Tambon Bang Pla Soi",เมือง,Chon Buri,13.3635769,100.990431,pharmacy,5,6,095 870 7682,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,http://www.facebook.com/yorryarpharmacy,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","844, 106 ซอย, Tambon Bang Pla Soi, เมือง",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJobHlTI41HTERiNPyxf4B_Mc,ChIJobHlTI41HTERiNPyxf4B_Mc,Wutthichai Pharmacy,Independent,Pharmacy (independent),TARGET,,"9X7R+P37, Bang Pla Soi",Chon Buri District,Chon Buri,13.3642919,100.9901648,pharmacy,5,2,038 274 651,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","9X7R+P37, Bang Pla Soi, Chon Buri District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJFcn4GTs1HTERlQmlqXk6qn0,ChIJFcn4GTs1HTERlQmlqXk6qn0,Prime Pharma,Independent (no name keyword),Pharmacy (independent),TARGET,,"3, 10-11 ถนน วชิรปราการ, Tambon Bang Pla Soi",อำเภอเมือง,Chon Buri,13.3559373,100.9825374,pharmacy,0,0,038 274 136,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","3, 10-11 ถนน วชิรปราการ, Tambon Bang Pla Soi, อำเภอเมือง",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJSQOWNIc1HTERx0dZeZ1FgUk,ChIJSQOWNIc1HTERx0dZeZ1FgUk,Apex Pharmacy,Independent,Pharmacy (independent),TARGET,,"9X4J+9XF, Ban Suan",Chon Buri District,Chon Buri,13.3559251,100.9824358,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","9X4J+9XF, Ban Suan, Chon Buri District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJXwjsAoc1HTEROKw7EH5xWws,ChIJXwjsAoc1HTEROKw7EH5xWws,Osot Ru Si,Independent (no name keyword),Pharmacy (independent),TARGET,,"345 Thanon Wachira Prakan, Tambon Bang Pla Soi",Amphoe Mueang Chon Buri,Chon Buri,13.3579837,100.9833626,pharmacy,0,0,038 282 134,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","345 Thanon Wachira Prakan, Tambon Bang Pla Soi, Amphoe Mueang Chon Buri",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJL8m-VKQ3HTERlTGc1HYK-i0,ChIJL8m-VKQ3HTERlTGc1HYK-i0,We Pharmacy,Independent,Pharmacy (independent),TARGET,,"111 หมู่ 7 ซอย, Ban Kao 6, Tambon Ban Kao",Amphoe Phan Thong,Chon Buri,13.4539355,101.0176867,pharmacy,4.3,3,063 946 3180,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,https://m.facebook.com/We-Pharmacy-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A2%E0%B8%B2%E0%B8%A7%E0%B8%B5-%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B2%E0%B8%8B%E0%B8%B5-1231709046964895/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","111 หมู่ 7 ซอย, Ban Kao 6, Tambon Ban Kao, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJj4puKQA3HTERgvs4ELZ5YmY,ChIJj4puKQA3HTERgvs4ELZ5YmY,Runner Pharmacy,Independent,Pharmacy (independent),TARGET,,"77, 50 Ban Kao 6, Tambon Ban Kao",Amphoe Phan Thong,Chon Buri,13.4560142,101.0173844,pharmacy,5,1,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","77, 50 Ban Kao 6, Tambon Ban Kao, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJfR0c5a43HTER9yYnzZqfsPg,ChIJfR0c5a43HTER9yYnzZqfsPg,Pharmacy,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,"C2X9+27Q, ทางหลวงแผ่นดินหมายเลข 3466",Amphoe Phan Thong,Chon Buri,13.4475817,101.018227,pharmacy,3.3,7,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","C2X9+27Q, ทางหลวงแผ่นดินหมายเลข 3466, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJlTiLaDk3HTERFAMGmRY9Qx4,ChIJlTiLaDk3HTERFAMGmRY9Qx4,sahathara,Independent (no name keyword),Pharmacy (independent),TARGET,,"F344+88F, Ban Kao",Phan Thong District,Chon Buri,13.4558232,101.0558123,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","F344+88F, Ban Kao, Phan Thong District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJWRGObCAxHTERYqaZz-zhb0M,ChIJWRGObCAxHTERYqaZz-zhb0M,บ้านยา บีพลัส Baanya B Plus,Independent (no name keyword),Pharmacy (independent),TARGET,,"พานทอง, 189/33 ม.10",Amphoe Phan Thong,Chon Buri,13.4593417,101.0871542,pharmacy,5,4,062 614 6462,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","พานทอง, 189/33 ม.10, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJx4NwFQAxHTERfsQusZe9bjw,ChIJx4NwFQAxHTERfsQusZe9bjw,KMC420,Independent (no name keyword),Pharmacy (independent),TARGET,,"14, 9, ต.พานทอง",Amphoe Phan Thong,Chon Buri,13.4643266,101.1073303,pharmacy,4.3,3,,Monday: 9:30 AM – 11:50 PM | Tuesday: 9:30 AM – 11:50 PM | Wednesday: 9:30 AM – 11:50 PM | Thursday: 9:30 AM – 11:50 PM | Friday: 9:30 AM – 11:50 PM | Saturday: 9:30 AM – 11:50 PM | Sunday: 9:30 AM – 11:50 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","14, 9, ต.พานทอง, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJAbbPI1YxHTER5bPGveTqcEg,ChIJAbbPI1YxHTER5bPGveTqcEg,ร้านยา เมดฟาร์มาซี (MEDpharmacy),ร้านยา (Independent),Pharmacy (independent),TARGET,,"78, 14",Amphoe Phan Thong,Chon Buri,13.4356081,101.1029122,pharmacy,5,3,096 179 5961,Monday: 4:00 – 9:30 PM | Tuesday: 4:00 – 9:30 PM | Wednesday: 4:00 – 9:30 PM | Thursday: 4:00 – 9:30 PM | Friday: 4:00 – 9:30 PM | Saturday: 4:00 – 9:30 PM | Sunday: 4:00 – 9:30 PM,https://lin.ee/Wq9D2e3H,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","78, 14, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJh13CcYsxHTER78GCL4TNoss,ChIJh13CcYsxHTER78GCL4TNoss,ต. เต่า ฟาร์มาซี Tor Tao Pharmacy,Independent,Pharmacy (independent),TARGET,,"พานทอง, 205/13 - 205/14",Amphoe Phan Thong,Chon Buri,13.4637327,101.0945894,pharmacy,5,21,095 771 3322,Monday: 5:00 – 10:30 PM | Tuesday: 5:00 – 10:30 PM | Wednesday: 5:00 – 10:30 PM | Thursday: 5:00 – 10:30 PM | Friday: 5:00 – 10:30 PM | Saturday: 5:00 – 10:30 PM | Sunday: 5:00 – 10:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","พานทอง, 205/13 - 205/14, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJyzp2XJswHTER4pbg5HDtTsQ,ChIJyzp2XJswHTER4pbg5HDtTsQ,PrachaOSod,Independent (no name keyword),Pharmacy (independent),TARGET,,"27, Tambon Nong Tamlueng",Amphoe Phan Thong,Chon Buri,13.41572,101.0662677,pharmacy,4.7,19,038 206 111,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: 7:00 AM – 8:00 PM | Saturday: 7:00 AM – 6:00 PM | Sunday: 7:00 AM – 8:00 PM,https://www.facebook.com/prachaosotminimart/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","27, Tambon Nong Tamlueng, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJJVpM9RE3HTER2HOYEK8Kuuk,ChIJJVpM9RE3HTER2HOYEK8Kuuk,Chonburi WellnessGreen,Independent (no name keyword),Pharmacy (independent),TARGET,,"17, ต, 1, Tambon Nong Tamlueng",Amphoe Phan Thong,Chon Buri,13.4039237,101.0618122,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","17, ต, 1, Tambon Nong Tamlueng, Amphoe Phan Thong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJv3Bdyrk2HTERFU6BD0G_c0k,ChIJv3Bdyrk2HTERFU6BD0G_c0k,Nong Tamlueng Pharmacy,Independent,Pharmacy (independent),TARGET,,"C365+QCV, Don Hua Lo",Phan Thong District,Chon Buri,13.411985,101.058539,pharmacy,4.4,5,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","C365+QCV, Don Hua Lo, Phan Thong District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJRdvZv1ExHTERa0PJIr1UABo,ChIJRdvZv1ExHTERa0PJIr1UABo,"Thetsaban 3, Petrachem",Independent (no name keyword),Pharmacy (independent),TARGET,,"C32H+F8R, Nong Tamlueng",Phan Thong District,Chon Buri,13.4012342,101.0782627,pharmacy,1.5,2,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","C32H+F8R, Nong Tamlueng, Phan Thong District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJp9-2Hso2HTERDiYhkigUha8,ChIJp9-2Hso2HTERDiYhkigUha8,Siri Phesat,Independent (no name keyword),Pharmacy (independent),TARGET,,"5, Moo 3, Suk Prayoon Road, Tambon Nong Tamlueng, Amphoe Phan Thong, Chon Buri",20160,Chon Buri,13.4158617,101.0658395,pharmacy,0,0,038 206 026,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","5, Moo 3, Suk Prayoon Road, Tambon Nong Tamlueng, Amphoe Phan Thong, Chon Buri, 20160",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJxS4XdMA2HTEREbo0uwOd-8k,ChIJxS4XdMA2HTEREbo0uwOd-8k,"Pha Pharma drug store, Amata Branch",Independent (no name keyword),Pharmacy (independent),TARGET,,"Baannongphaiklangdon Road, Tambon Don Huaro",Amphoe Mueang Chon Buri,Chon Buri,13.4157006,101.0502615,pharmacy,5,38,096 554 2395,Monday: 7:00 AM – 9:30 PM | Tuesday: 7:00 AM – 9:30 PM | Wednesday: 7:00 AM – 9:30 PM | Thursday: 7:00 AM – 9:30 PM | Friday: 7:00 AM – 9:30 PM | Saturday: 7:00 AM – 9:30 PM | Sunday: 7:30 AM – 9:30 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Baannongphaiklangdon Road, Tambon Don Huaro, Amphoe Mueang Chon Buri",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ-TeG-b82HTERTSscJwsBL4Y,ChIJ-TeG-b82HTERTSscJwsBL4Y,ร้านยา ชลนริศย์เภสัช Chonnarist Pharmacy CNR,ร้านยา (Independent),Pharmacy (independent),TARGET,,"4, 38 ตำบล ดอนหัวฬอ",Amphoe Mueang Chon Buri,Chon Buri,13.4150925,101.049011,pharmacy,5,1,081 575 5669,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","4, 38 ตำบล ดอนหัวฬอ, Amphoe Mueang Chon Buri",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJcZIm7sM2HTERQeMD5ItqMqI,ChIJcZIm7sM2HTERQeMD5ItqMqI,Health Me,Independent (no name keyword),Pharmacy (independent),TARGET,,Thailand,Chon Buri,Chon Buri,13.4219096,101.0534807,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",Thailand,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJBQs2XhNFHTERK0mcP_XgQ7o,ChIJBQs2XhNFHTERK0mcP_XgQ7o,ร้านยาโอลีฟ ฟาร์มา - Olive Pharma,ร้านยา (Independent),Pharmacy (independent),TARGET,,361/3,อำเภอบางบ่อ,Chon Buri,13.5059684,100.8272308,pharmacy,5,1,082 721 1886,Monday: 8:30 AM – 8:00 PM | Tuesday: 8:30 AM – 8:00 PM | Wednesday: 8:30 AM – 8:00 PM | Thursday: 8:30 AM – 8:00 PM | Friday: 8:30 AM – 8:00 PM | Saturday: 8:30 AM – 8:00 PM | Sunday: 8:30 AM – 8:00 PM,https://www.facebook.com/OlivePharma21,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","361/3, อำเภอบางบ่อ",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJJ1pFfCw4HTERfujMl2-MkYk,ChIJJ1pFfCw4HTERfujMl2-MkYk,Bang Samae Pharmacy,Independent,Pharmacy (independent),TARGET,,"12, 6, Tambon Tha Kham",Amphoe Bang Pakong,Chon Buri,13.4911267,101.0228679,pharmacy,2,2,038 828 125,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","12, 6, Tambon Tha Kham, Amphoe Bang Pakong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJpTzdzXU4HTERt-mzzsi7LnM,ChIJpTzdzXU4HTERt-mzzsi7LnM,"Fu Khu Pa Inter Co.,Ltd.",Independent (no name keyword),Pharmacy (independent),TARGET,,"55, Moo 12, Bang Na - Trat Road, Tambon Bang Pakong, Amphoe Bang Pakong, Chachoengsao",24130,Chon Buri,13.514395,100.983213,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","55, Moo 12, Bang Na - Trat Road, Tambon Bang Pakong, Amphoe Bang Pakong, Chachoengsao, 24130",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ2aQsRSk4HTERJkk5-1-8-RE,ChIJ2aQsRSk4HTERJkk5-1-8-RE,Pramuan Phesat 3,Independent (no name keyword),Pharmacy (independent),TARGET,,"12, 35, Tambon Tha Kham",Amphoe Bang Pakong,Chon Buri,13.4899414,101.0195626,pharmacy,5,1,038 574 228,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","12, 35, Tambon Tha Kham, Amphoe Bang Pakong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ_QQI_As4HTERJAGSmO1mZ9o,ChIJ_QQI_As4HTERJAGSmO1mZ9o,Bangpakong Pharmacy,Independent,Pharmacy (independent),TARGET,,"97, Tambon Bang Pakong",Amphoe Bang Pakong,Chon Buri,13.5040104,100.9856748,pharmacy,5,2,065 234 9925,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 4:00 – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","97, Tambon Bang Pakong, Amphoe Bang Pakong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJt4WG7j85HTERti-Vil1IZXk,ChIJt4WG7j85HTERti-Vil1IZXk,กสินเภสัช (Kasin Pharmacy),เภสัช (Independent),Pharmacy (independent),TARGET,,"41, 5 Kasem Chatikawanit Rd, Tambon Tha Kham",Amphoe Bang Pakong,Chon Buri,13.490384,101.0239276,pharmacy,4,2,,"Monday: 7:00 AM – 1:00 PM, 4:00 – 9:00 PM | Tuesday: 7:00 AM – 1:00 PM, 4:00 – 9:00 PM | Wednesday: 7:00 AM – 1:00 PM, 4:00 – 9:00 PM | Thursday: 7:00 AM – 1:00 PM, 4:00 – 9:00 PM | Friday: 7:00 AM – 1:00 PM, 4:00 – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM",,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","41, 5 Kasem Chatikawanit Rd, Tambon Tha Kham, Amphoe Bang Pakong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJeT0Meak5HTERe1mZ78CgZkg,ChIJeT0Meak5HTERe1mZ78CgZkg,จินดาฟาร์มาซี (JINDA PHARMACY) - โรงไฟฟ้าบางปะกง,Independent,Pharmacy (independent),TARGET,,247,Amphoe Bang Pakong,Chon Buri,13.489627,101.0238239,pharmacy,5,7,092 255 1462,Monday: 7:00 AM – 9:30 PM | Tuesday: 7:00 AM – 9:30 PM | Wednesday: 7:00 AM – 9:30 PM | Thursday: 7:00 AM – 9:30 PM | Friday: 7:00 AM – 9:30 PM | Saturday: 7:00 AM – 9:30 PM | Sunday: 7:00 AM – 9:30 PM,https://lin.ee/PaTIXoF,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","247, Amphoe Bang Pakong",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJM1In6TQlHTERVBUiV0FzOTM,ChIJM1In6TQlHTERVBUiV0FzOTM,Prasit Osot,Independent (no name keyword),Pharmacy (independent),TARGET,,"33, Tambon Wat Luang",Amphoe Phanat Nikhom,Chon Buri,13.5086305,101.1684735,pharmacy,0,0,038 473 152,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","33, Tambon Wat Luang, Amphoe Phanat Nikhom",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJv5BVygYlHTERUbTl03uVtuM,ChIJv5BVygYlHTERUbTl03uVtuM,Nicha 's pharmacy,Independent,Pharmacy (independent),TARGET,,Phanat Nikhom District,Chon Buri,Chon Buri,13.5166537,101.20293,pharmacy,5,5,080 956 1942,Monday: 4:30 – 10:00 PM | Tuesday: 4:30 – 10:00 PM | Wednesday: 4:30 – 10:00 PM | Thursday: 4:30 – 10:00 PM | Friday: 4:30 – 10:00 PM | Saturday: 4:30 – 10:00 PM | Sunday: 4:30 – 10:00 PM,https://www.facebook.com/share/1FdxZqhEJd/?mibextid=wwXIfr,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",Phanat Nikhom District,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ_-f1tjwmHTERbEOs-ex4S8Q,ChIJ_-f1tjwmHTERbEOs-ex4S8Q,Pramuan Pharmacy,Independent,Pharmacy (independent),TARGET,,"180, 1 11, Tambon Nong Hiang",Amphoe Phanat Nikhom,Chon Buri,13.4854039,101.2794448,pharmacy,4.8,5,086 327 1823,Monday: 7:00 AM – 8:30 PM | Tuesday: 7:00 AM – 8:30 PM | Wednesday: 7:00 AM – 8:30 PM | Thursday: 7:00 AM – 8:30 PM | Friday: 7:00 AM – 8:30 PM | Saturday: 7:00 AM – 8:30 PM | Sunday: 7:00 AM – 8:30 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","180, 1 11, Tambon Nong Hiang, Amphoe Phanat Nikhom",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJQ9TFt-BbHTERcVjiIsRDsfo,ChIJQ9TFt-BbHTERcVjiIsRDsfo,"AKJ Enterprise Co., Ltd.",Independent (no name keyword),Pharmacy (independent),TARGET,,"HP97+7WG, Bang Pla",Bang Phli District,Chon Buri,13.5681887,100.7148166,pharmacy,3,1,02 174 6130,Monday: 7:30 AM – 4:30 PM | Tuesday: 7:30 AM – 4:30 PM | Wednesday: 7:30 AM – 4:30 PM | Thursday: 7:30 AM – 4:30 PM | Friday: 7:30 AM – 4:30 PM | Saturday: 7:30 AM – 4:30 PM | Sunday: Closed,http://www.akjthai.com/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","HP97+7WG, Bang Pla, Bang Phli District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJM5y445tbHTER0HB3qV6UQNw,ChIJM5y445tbHTER0HB3qV6UQNw,Spearmint Pharmacy: ร้านขายยาสเปียร์มินท์ ฟาร์มาซี,Independent,Pharmacy (independent),TARGET,,"75, 2 Soi Saeng Yai, Tambon Bang Phli Yai",Amphoe Bang Phli,Chon Buri,13.5814735,100.7185889,pharmacy,0,0,086 085 8889,Monday: 7:00 AM – 8:30 PM | Tuesday: 7:00 AM – 8:30 PM | Wednesday: 7:00 AM – 8:30 PM | Thursday: 7:00 AM – 8:30 PM | Friday: 7:00 AM – 8:30 PM | Saturday: 5:00 – 8:30 PM | Sunday: 5:00 – 8:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","75, 2 Soi Saeng Yai, Tambon Bang Phli Yai, Amphoe Bang Phli",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
