store_id,store_name,address,city,lat,lng,rating,review_count,phone,user_category,reckitt_type,reckitt_tier,reckitt_score
ChIJyYZB5ZZhzDERoHT9W5KZP2A,Pasar Mini Sri Cahaya,"No. 18, Jalan 1, Taman Seri Cahaya",Batang Berjuntai,3.3775787,101.3965141,5.0,2,,Hyper,Hyper - Other regional chain,Tier 1,5.49
ChIJ99Xr_E8bzDERRNdW7ZbK7fc,Mesra,Petronas Bentong R&R,Bentong,3.4431367,101.8939146,5.0,2,1-300-22-8888,Hyper,Hyper - Other regional chain,Tier 1,5.49
ChIJy70RHwDdzTEROWoL04a_Od4,MF Freshmart,"No.1, 6, Jalan Utam Singh, Bandar Seremban",Seremban,2.7290841,101.9374746,5.0,2,,Convenience,Conv - Indie mart,Tier 1,5.49
ChIJpWh614-kzTERtpMu344kLXA,99 Speedmart 1232 Taman Mulia Banting,"No: 39 & 41, Jalan Mulia, Taman Mulia",Banting,2.8121767,101.4905562,2.5,8,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJ8c0UYzXPzTERB6zoBYknSPA,Econsave Pelangi Semenyih 2 - Pasar Ekonomi Mart,"19 & 21, Jalan TPS 2/2, Taman Pelangi Semenyih 2",Semenyih,2.9162597,101.8642627,5.0,2,,Convenience,Conv - Indie mart,Tier 1,5.49
ChIJa-QOapC3zTER0RrDoAPDV94,Eco Fresh Mart Solstice,"Menara Solstice, 2, Persiaran Bestari, Cyber 11",Cyberjaya,2.9247824,101.6362496,5.0,2,017-280 9911,Convenience,Conv - Indie mart,Tier 1,5.49
ChIJBxRi_Xm1zTERLAVA4A2CAQs,Kedai Runcit Pulau Meranti,"Jalan Meranti 6, Kampung Pulau Meranti",Puchong,2.9662966,101.6431662,5.0,2,011-6235 6612,Convenience,Conv - Kedai runcit,Tier 1,5.49
ChIJwd7yePUBzTERmNno7XB8Cz4,Kedai Ubat Len Min,19k Jalan Besar Pulau ketam,Klang,3.0210263,101.2528615,5.0,2,03-3110 5260,Convenience,Conv - Generic kedai,Tier 1,5.49
ChIJo7UscKexzTER7Uph9j9u49c,Rajab Mini Mart,"S-G-01, BSP21, Jalan Bandar Saujana Putra, Bandar Saujana Putra",Jenjarom,2.9436091,101.5900234,5.0,2,011-7007 0012,Convenience,Conv - Mini-mart,Tier 1,5.49
ChIJKZlSVQDJzTERLQrgly81UNI,Ummi Mart,"8, Jalan 1/4, Seksyen 1",Bandar Baru Bangi,2.9439252,101.7696431,5.0,2,012-297 3664,Convenience,Conv - Indie mart,Tier 1,5.49
ChIJISe4ZyDPzTERmtJlHZa03FA,99 Speedmart 3787 Taman Universiti Bangi,No: 61 & 63 (Ground Floor Jalan Universiti Bangi 1 Taman Universiti Bangi,Kajang,2.9360606,101.8017584,5.0,2,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJQ8wTI3zNzTER_67b1KuvNDg,99 Speedmart 3821 Taman Tenera Semenyih,"No: 4-G & 6-G (Ground Floor, Jalan Tenera Semenyih 1/1, Taman Tenera",Semenyih,2.9491071,101.8529509,5.0,2,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJzXu9DAitzTERwcVONjQK338,Walk In Speed Mart,"37, Jalan Kebun Nenas 1a/Ks7, Bandar Putera",Klang,2.9977963,101.4912655,5.0,2,03-5161 8311,Convenience,Conv - Indie mart,Tier 1,5.49
ChIJXzpdExG1zTERRtlAIPa0chY,Pasar Mini Mahathir,"12, Jalan Mutiara 1/1, Taman Mutiara Indah",Puchong,2.989844,101.63493,5.0,2,016-929 8075,Convenience,Conv - Mini-mart,Tier 1,5.49
ChIJEYj1hIG1zTERMsm2nFB2pJE,KK Super Mart Puchong Utama (2) ( PCU2 ),"78, Jalan BPU 1, Bandar Puchong Utama",Puchong,2.9954291,101.6209443,5.0,2,,Convenience,Conv - KK Mart,Tier 1,5.49
ChIJS47j6zm1zTERvCd3vapmyr4,Kaliber Mart,"Perkarangan Masjid Baitul Amin, Jalan Wawasan 5/3, Pusat Bandar Puchong",Puchong,3.0273507,101.6263654,5.0,2,012-679 2364,Convenience,Conv - Indie mart,Tier 1,5.49
ChIJ1--uTHFTzDERuwLWfBf3pD8,Kedai Runcit Mek Melor,"No2, Jalan Padang Jawa, Seksyen 17",Shah Alam,3.0534312,101.4891428,5.0,2,012-331 3324,Convenience,Conv - Kedai runcit,Tier 1,5.49
ChIJ33ZK7yFLzDERRQNjdt-wqu8,99 Speedmart 1213 Taman Kinrara Sek 3,"No: 24 & 25, Jalan Ks 3a, Taman Kinrara Seksyen 3",Puchong,3.0602173,101.6422046,2.5,8,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJ17b2pqJLzDERQ3pJ8xJv1UQ,KK SUPER MART Sri Manja (SM),"1, Jalan PJS 3/48, Taman Sri Manja",Petaling Jaya,3.0729118,101.6476422,1.9,17,016-330 8317,Convenience,Conv - KK Mart,Tier 1,5.49
ChIJAR-mIABNzDER1Ly5oXUDgtQ,99 Speedmart 3631 Mayang Avenue,"No: A-1-06 (Ground Floor Blok A, Mayang Avenue, Jalan SS 25/35, Taman Mayang",Petaling Jaya,3.1131395,101.5951731,5.0,2,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJuzu6HXZNzDERVCwoOaaXDpI,BilaBila Mart - Saujana Villa,"CONDO SAUJANA RESORT, Saujana Villa, UNIT NO. 5-00-1, SEKSYEN U2",Shah Alam,3.106906,101.5807205,5.0,2,03-7859 7094,Convenience,Conv - BilaBila Mart,Tier 1,5.49
ChIJKWcL9NdPzDERG6O5oc-ly0I,99 Speedmart 3859 Aman Suria Damansara,"No: B-G-22 & B-G-22A (Ground Floor, Aman Suria Damansara, Jalan PJU 1/43",Petaling Jaya,3.1224716,101.595269,5.0,2,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJmSbLQsdJzDERtuRmuQZcmXo,(PM1) Kedai Koperasi Kolej Kediaman Tun Syed Zahiruddin (KK9),Seksyen 16,Kuala Lumpur,3.1209645,101.6456433,5.0,2,,Convenience,Conv - Generic kedai,Tier 1,5.49
ChIJJ5Ap67dPzDERpeoNs994L8g,Kedai Runcit Anuar Bin Abdullah,"No. 29-G, Jalan Bulan JU5/J, Seksyen U5, Bandar Pinggiran Subang (Subang 2), Selangor",Shah Alam,3.1600905,101.5479092,5.0,2,03-7859 1253,Convenience,Conv - Kedai runcit,Tier 1,5.49
ChIJqSD2uF4wzDERXOeumb7Tpfg,syarikat perniagaan soon huat（Kedai Runcit Panjang）,"33, Jalan Besar",Pekan Batu 18,3.1652235,101.8479392,5.0,2,,Convenience,Conv - Kedai runcit,Tier 1,5.49
ChIJISvZi3xJzDER_8Iw57urtBo,BilaBila Mart - 28 Mont' Kiara,"B-G-2, 28, 32, Jalan Kiara, Mont Kiara",Kuala Lumpur,3.1736923,101.6524364,5.0,2,,Convenience,Conv - BilaBila Mart,Tier 1,5.49
ChIJvU9CDBZTzDEROhA4LjjDNWc,KK Super Mart Bandar Puncak Alam (4) ( BPA4 ),"No.36, Lorong Naluri Sukma A 8/A, Seksyen 8",Bandar Puncak Alam,3.2293142,101.4270929,5.0,2,,Convenience,Conv - KK Mart,Tier 1,5.49
ChIJlXK8uwlZzDER2E5vUBVZZ98,Kedai runcit usaha baru,Kampung Parit Omar,Jeram,3.2710333,101.3537975,5.0,2,,Convenience,Conv - Kedai runcit,Tier 1,5.49
ChIJLxrU4fhFzDERs5CxhzPRcQU,SEGERA SERVE (MINI MART),"R-G-25, D, Sara Sentral, Kampung Selamat",Shah Alam,3.1992098,101.5778815,5.0,2,018-911 4391,Convenience,Conv - Mini-mart,Tier 1,5.49
ChIJg_lj2Y5FzDER9uLwAbqcCRg,SEGERA SERVE (MINI MART) D’SARA,"R-G-25, D, Sara Sentral, Kampung Selamat",Shah Alam,3.1990645,101.577886,5.0,2,018-911 4391,Convenience,Conv - Mini-mart,Tier 1,5.49
ChIJD77r5DVHzDERQJmsg8bSQCY,KK Super Mart Kepong Baru (2) ( KBR2 ),"Off, 3 Jalan 3/33A, Batu 7, Jalan Kepong, Kepong Baru",Kuala Lumpur,3.2121207,101.645318,5.0,2,,Convenience,Conv - KK Mart,Tier 1,5.49
ChIJ51u2DABHzDERP50BnaGZBx8,SP SHEN YANG MINI MART,"11, Jalan Ambong Kiri 1, Kepong Baru",Kuala Lumpur,3.2104471,101.6469404,5.0,2,012-238 1541,Convenience,Conv - Mini-mart,Tier 1,5.49
ChIJndqZdphHzDER2aee6ygxKqQ,KK Super Mart Pinggiran Batu Caves (2) (PBC2),"34, Jalan Pinggiran 2/2, Taman Pinggiran",Batu Caves,3.255697,101.6941353,5.0,2,,Convenience,Conv - KK Mart,Tier 1,5.49
ChIJuTVwhk31zDERHw_ccRgW0pI,99 Speedmart 3764 Bandar Baru Kuala Selangor,"No: 28 & 30 (Ground Floor, Lorong Teratai 2/12, Bandar Baru",Kuala Selangor,3.3225405,101.2608038,5.0,2,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJ3RC5pWppzDER_-I1Qy6S8_U,Kedai Runcit Maju Makmur,"No. 1, Jalan Telipot 2A, Serksyen BS 9, Bukit Sentosa 3, Selangor",Rawang,3.408899,101.593856,5.0,2,019-669 8060,Convenience,Conv - Kedai runcit,Tier 1,5.49
ChIJdWXtpD5DzDERbPax6Dmk0fA,99 Speedmart 2774 B&G Komersial Sentral,"Ground Floor, No: 25 & 27, Blok B, Jalan BG 2, B&G Komersial Sentral",Rawang,3.3109753,101.5796608,5.0,2,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJFaFNuLptzDERQDZcc5KqVUE,Pasaraya JTR Jaya Mini Market,Taman Rasa Jaya,Rasa,3.4974044,101.6333219,5.0,2,017-252 5180,Convenience,Conv - Mini-mart,Tier 1,5.49
ChIJPyDXBYIbzDERfXFf6cwoIxA,99 Speedmart 3095 (PH) Taman Kolej,"No: P1 & P2 (Ground Floor, Jalan Kolej 1, Taman Kolej",Bentong,3.4866387,101.9160726,5.0,2,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.49
ChIJW7zU--5LzDERim1j2MD6eYI,SP MINI MART,"A-G-06 PPRAC4, Blok A, Jalan Sri Sentosa 2a, Taman Sri Sentosa",Kuala Lumpur,3.0773206,101.6544767,2.8,6,,Super/Groceries,Super - Indie retail,Tier 1,5.45
ChIJ_fp3buBTzDEROv6265vKXXE,"KK Super Mart Shah Alam, Ken Rimba (SAKR)",B-25 (1 Ken Rimba Commercial Centre,Shah Alam,3.0555968,101.4843021,2.8,6,,Convenience,Conv - KK Mart,Tier 1,5.45
ChIJ05CdsjDnzTERXzlLmcbdrIA,"KK SUPER MART Seremban 2, Pusat Dagangan (SDG)","Pusat Dagangan, 20, Jalan S2 B15, Seremban 2",Seremban,2.6929952,101.9054291,1.6,29,010-230 8375,Convenience,Conv - KK Mart,Tier 1,5.44
ChIJI9Tp9TROzDERAqUlErQ8H0c,KK Super Mart (SAU3),"52G, Jalan Dinar F U3/F, Subang Perdana, Sekysen U3",Shah Alam,3.1506823,101.5434519,2.0,14,016-780 3308,Convenience,Conv - KK Mart,Tier 1,5.42
ChIJ_0--3KJOzDERhju5aA8dZ44,7-Eleven,"B-G, 16, Jalan PJU 1/45, Aman Suria",Petaling Jaya,3.122162,101.5952026,2.6,7,03-7804 0745,Hyper,Hyper - Other regional chain,Tier 1,5.41
ChIJGZSGoc7GzTER37XiOT5_Z5g,"KK SUPER MART Nilai, Desa Cempaka (NDC)","PT 11407, Jalan BBN 6/2B, Desa Cempaka, Bandar Baru Nilai",Nilai,2.8023497,101.7669656,1.7,23,016-330 8141,Convenience,Conv - KK Mart,Tier 1,5.4
ChIJCS_i4182zDERAMEMffXQiyQ,KK Super Mart Pandan Indah (PID),"12, Jalan Pandan Indah 1/23a, Pandan Indah",Kuala Lumpur,3.1332139,101.7522184,2.1,12,016-330 8450,Convenience,Conv - KK Mart,Tier 1,5.39
ChIJJbv3cPfnzTERCTpkB0oIdxM,"KK Super Mart Seremban, Senawang, Taman Merpati (SSTM)",5-G Lorong TM 1/1 Taman Merpati Senawang,Seremban,2.6906388,101.9660604,3.0,5,,Convenience,Conv - KK Mart,Tier 1,5.38
ChIJA1P82bbLzTERb0L5tfUc9j0,"KK SUPER MART Pusat Bandar, Bangi (BPB)","23, Jalan Medan Pusat Bandar 4A, Seksyen 9",Bangi,2.9585293,101.755701,1.9,16,016-330 8453,Convenience,Conv - KK Mart,Tier 1,5.38
ChIJj7s3eoSzzTERg5JvX7Y3oPo,ECONSAVE Mart Kota Kemuning,"1, Jalan Anggerik Eria, AU31/AU, Kota Kemuning, Seksyen 31",Shah Alam,2.9933663,101.5314258,3.0,5,,Convenience,Conv - Indie mart,Tier 1,5.38
ChIJqccdDmKzzTERmGqtCNHWO3M,KK Super Mart KOI,"Pusat Komersial KOI, No.11, Jalan, Jalan, Jalan Puchong, Batu 13",Puchong,3.0090853,101.6153622,1.9,16,016-621 3308,Convenience,Conv - KK Mart,Tier 1,5.38
ChIJuyKqegKvzTERVwSv8k5MTiU,Pasar Mini Divya,"No. 172, Jalan Panglima 2, Taman Emas, T. P. Garang, K. Langat, 42500, Telok Panglima Garang",Selangor,3.009373,101.570359,3.3,4,03-3122 9225,Super/Groceries,Super - Independent local,Tier 1,5.31
ChIJLfwuHQpHzDERgjZzui2--Gc,GO GO GROCER (ECO SKY),"188, Jalan Kuching, Taman Tasik Indah",Kuala Lumpur,3.2192316,101.6711515,3.3,4,,Super/Groceries,Super - Sundry/grocer,Tier 1,5.31
ChIJL0u1mMk2zDERGh_1w3Uy3_Q,"KK SUPER MART Ampang, Taman Mulia Jaya (AMJ)","Lot 3 Persiaran Saujana & Ulu Klang, Taman Mulia Jaya",Ampang Jaya,3.1331827,101.7890247,3.3,4,010-292 3308,Convenience,Conv - KK Mart,Tier 1,5.31
ChIJ77MNtrlZzDERu3RdUUpaDAc,99 Speedmart 2919 PP Puncak Alam Jaya,"Pusat Perdagangan, No: 50 (Ground Floor Jalan Puncak Alam Jaya 14, Jalan Persiaran Puncak Alam 6",Puncak Alam,3.2407014,101.432777,3.3,4,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.31
ChIJx07mEVpLzDER8x6FZnAKnnA,KK SUPER MART Residensi Bandar Razak (RBR),"A-G-27, Residensi Bandar Razak, 1, Jalan Razak Mansion",Sungai Besi,3.1071886,101.705717,2.2,10,,Convenience,Conv - KK Mart,Tier 1,5.28
ChIJd-Hl1ItTzDER335vhhCgld4,99 Speedmart 2936 Bandar Baru Klang 3,"22A & 26, Lorong Tiara 1b, Bandar Baru Klang",Klang,3.0633987,101.4693068,2.4,8,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.27
ChIJmyqt4kzJzTER8UnstozPDXc,99 Speedmart 2560 Taman Desa Sentosa,"No: 2 (Ground Floor, Medan 9, Taman Desa Sentosa",Bandar Baru Bangi,2.9098792,101.7488937,2.7,6,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.25
ChIJq1ZgaS3PzTER6MIUV7UZWwU,MEHRA MART,"12, Jalan Kesuma 3/3, Bandar Tasik Kesuma",Beranang,2.9063253,101.8647186,3.7,3,016-886 6061,Super/Groceries,Super - Indie retail,Tier 1,5.13
ChIJ70uDWGnOzTERyXnBwoO2c6k,Pasar Mini RV,"17, Jalan TTS 2, Taman Tasik Semenyih",Semenyih,2.9458828,101.8648299,3.7,3,011-2121 3174,Super/Groceries,Super - Independent local,Tier 1,5.13
ChIJ4SgCQJiszTER9jyherM49F0,Kedai Runcit Bakdi,"1, Jalan Sri Sarawak 14, Taman Sri Andalas",Klang,3.0148203,101.4422078,3.7,3,016-250 2045,Super/Groceries,Super - Sundry/grocer,Tier 1,5.13
ChIJH0cp7IWszTERXddnmmqLT2c,Kedai Runcit KM Raya,"146, Lebuh Gambus, Taman Desawan, Klang, 41200, Klang",Selangor,3.002588,101.448088,3.7,3,012-283 9844,Super/Groceries,Super - Sundry/grocer,Tier 1,5.13
ChIJO9iTwK5UzDERhqkXFgLaL4M,Pasar Mini Safreen,"15, Jalan Teluk Pulai, Taman Teluk Pulai",Klang,3.0426135,101.4271089,3.7,3,,Super/Groceries,Super - Independent local,Tier 1,5.13
ChIJbRytKofMzTERhGW1V3h6_gE,Sandyasupermart,"10, Jalan 9, Taman Bukit Mewah",Kajang,2.9955127,101.8037152,3.7,3,012-236 1112,Super/Groceries,Super - Independent local,Tier 1,5.13
ChIJnVcfCABRzDERr2xgoKHxMMU,Pasar Raya Well-Mart SA4,"7-1, Jalan Elektron D U16/D, Denai Alam",Shah Alam,3.1617115,101.5114615,3.7,3,03-7832 1201,Super/Groceries,Super - Indie retail,Tier 1,5.13
ChIJnRiPfEA3zDERZwpLZA2oWro,HaloGrocer Pandan Indah,"No. 12, 14 & 16, Jalan Pandan Indah 4/4, Pandan Indah",Kuala Lumpur,3.1298337,101.7550321,3.7,3,03-4291 1933,Super/Groceries,Super - Sundry/grocer,Tier 1,5.13
ChIJoTKQ4wX3zDERERdNsxAjVv4,Pasar Mini Anita,"Jalan Sasaran, Kampung Bukit Kuching",Jeram,3.2716208,101.3395207,3.7,3,,Super/Groceries,Super - Independent local,Tier 1,5.13
ChIJSZ_lGstCzDERYgSvNlU9TVQ,Kedai Serbaneka Maju Jaya,"30, Jalan Desa 1/1, Bandar Country Homes",Rawang,3.3280016,101.5268159,3.7,3,012-367 3610,Super/Groceries,Super - Generic kedai,Tier 1,5.13
ChIJ0522dTRDzDERLUY86g5S8nM,Keen Fresh Sdn Bhd,Rawang Mutiara Business Centre,Rawang,3.3275872,101.5795762,3.7,3,012-611 8013,Super/Groceries,Super - Indie retail,Tier 1,5.13
ChIJN7o5RL85zDERokznvdyG3t0,KEDAI RUNCIT ANAS,"1311-10, Jalan Kerdas 4, Kampung Kerdas",Kuala Lumpur,3.2233692,101.710343,3.7,3,03-6184 1253,Super/Groceries,Super - Sundry/grocer,Tier 1,5.13
ChIJb2bdQ0TXzTERUJ-vknCIscY,Ganesan store,"159, Taman Ksm",Kuala Klawang,2.9447381,102.0713598,3.7,3,,Hyper,Hyper - Other regional chain,Tier 1,5.13
ChIJE_VNFcvhzTER93l9TjXHRaU,99 Speedmart 2580 (NS) Tuanku Jaafar 2,"No 35 & 37 (Ground Floor, Jalan Ttj S/A, Taman Tuanku Jaafar",Seremban,2.6709194,101.9963285,3.7,3,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.13
ChIJ36wQKbR1zjERy3efZbt9en8,99 Speedmart 3536 (NS) Taman Sri Terachi,"No: 1 & 2 (Ground Floor, Taman Sri, Terachi",Tanjung Ipoh,2.7436573,102.1555921,3.7,3,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.13
ChIJPx5vBuXJzTERKBlaGc2tKAg,99 Speedmart 2989 Bandar Puteri Bangi,"No :5 & 7 (Ground Floor, Jalan Puteri 3A/1",Kajang,2.8790758,101.7958826,3.7,3,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.13
ChIJn0asaHe5zTERcRr4rCarZc4,"KK SUPER MART Sepang, Kota Warisan (SKW2)","No.6, Jalan Warisan Megah 1/4, Kota Warisan",Sepang,2.8247104,101.7048338,2.0,12,,Convenience,Conv - KK Mart,Tier 1,5.13
ChIJi1T19JqxzTERAUPPeaNlNH8,"KK Super Mart Puchong, Taman Putra Perdana (3) (PPP3)","Perdana Industrial Park, Jalan PP 16/2, Taman Putra Perdana",Puchong,2.9447609,101.6018563,3.7,3,,Convenience,Conv - KK Mart,Tier 1,5.13
ChIJz6gj6pHJzTERbOdO63U73NQ,Mini Market Azam jaya,"17, Jalan Bistari, Taman Universiti",Kajang,2.9407614,101.7880883,3.7,3,,Convenience,Conv - Mini-mart,Tier 1,5.13
ChIJGbmfaACzzTERC7U2rFsaQiI,"KK Super Mart Subang Jaya, Putra Heights (2) (SPH2)","‎, 35, Jalan Putra Mahkota 7/6c, Seksyen 7, Putra Heights",Subang Jaya,2.9963596,101.57303,3.7,3,,Convenience,Conv - KK Mart,Tier 1,5.13
ChIJYyT1yJJVzDER6eErbLsRQXs,99 Speedmart 2948 Teluk Pulai 2,"No: 1 & 3 (Ground Floor, Jalan Udang Kara 20A, Taman Teluk Pulai",Klang,3.0432695,101.4172848,3.7,3,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.13
ChIJBdOFF3RLzDER7e6UJzeFrds,KK Super Mart Taman Kinrara (3) (KRR3),"C-01-06, Jalan PPK 1 Pusat Perniagaan Kinrara, Taman Kinrara Seksyen 3",Puchong,3.0603605,101.6402977,3.7,3,,Convenience,Conv - KK Mart,Tier 1,5.13
ChIJl97YtKk1zDER7sQXuig0iT0,KK SUPER MART Taman Len Seng (LSG),"61, Jalan 2, Taman Len Seng",Kuala Lumpur,3.0736511,101.7439043,3.7,3,03-9544 1704,Convenience,Conv - KK Mart,Tier 1,5.13
ChIJfaNuqsk2zDERKhqOd5c9Exo,Wai Soon Mini Market,"No. 4G dan 6G, Jalan Mulia 3/1, Taman Mulia Jaya",Ampang,3.1329588,101.789627,3.7,3,03-4296 9861,Convenience,Conv - Mini-mart,Tier 1,5.13
ChIJRdYDKQBPzDERxJlJjuiUFgM,Kedai Runcit Salvia,"6, PJU 5, Jalan Kenyalang 11/3b, Seksyen 11 Kota Damansara",Petaling Jaya,3.1589596,101.5954357,3.7,3,011-3338 7890,Convenience,Conv - Kedai runcit,Tier 1,5.13
ChIJBQ5D_aBPzDERY5T06tdnILs,99 Speedmart 3709 Mutiara Damansara 2,"No: 16 & 18 (Ground Floor, Jalan PJU 7/16b",Petaling Jaya,3.1606091,101.6030723,3.7,3,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.13
ChIJdRKOwWJPzDERvbWtKk8Q9uk,Gen Mart Kota Damansara,"B-5-G, Jalan PJU 5/13, Kota Damansara",Petaling Jaya,3.1511415,101.5922579,3.7,3,,Convenience,Conv - Indie mart,Tier 1,5.13
ChIJ6fUSrcJFzDERoxzvcZRICgs,Kedai Runcit Kawanku,"19, Jalan Wangsa 3/5, Taman Wangsa Permai",Kuala Lumpur,3.2115303,101.6096897,3.7,3,,Convenience,Conv - Kedai runcit,Tier 1,5.13
ChIJe2JyFz5HzDERGXIy82ThcNw,KK Super Mart Bandar Baru Selayang (2) (BBS2),"No.11G, Jalan 2A/1, fasa 2A Bandar baru Selayang",Batu Caves,3.2630272,101.6781244,3.7,3,,Convenience,Conv - KK Mart,Tier 1,5.13
ChIJTaZ-QP9rzDER-srytiwadss,99 Speedmart 3627 Taman Tasik Teratai,"No: 9 & 11 (Ground Floor, Jalan Teratai 1, Taman Tasik Teratai",Serendah,3.4034404,101.6293383,3.7,3,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.13
ChIJNdPRFOBOzDER7l2gWJy3OlI,"KK Super Mart Kota Damansara, Sunway Giza (KDG)","A-7-G, Block A, Sunway Giza, Jalan PJU 5/14, Kota Damansara",Petaling Jaya,3.1514293,101.5915257,1.7,19,016-330 8253,Convenience,Conv - KK Mart,Tier 1,5.09
ChIJA8XG7Ns0zDERJ4GYpDfbW9o,KK SUPER MART Tun Hussein Onn (THO),"32, Jalan Suarasa 8/4, Tun Hussein Onn",Cheras,3.0467056,101.7596381,2.3,8,016-330 8420,Convenience,Conv - KK Mart,Tier 1,5.05
ChIJQ94v-vlZzDERSYCLLtm6syY,KK SUPER MART BANDAR PUNCAK ALAM(BPA),"Astana Alam 3 Pangsapuri Blok Permata, 21, Jalan Astana D 13/D",Puncak Alam,3.2449659,101.4262908,2.3,8,,Convenience,Conv - KK Mart,Tier 1,5.05
ChIJg5yV7kNGzDERLp4kcauLgFI,Pasar Raya Well-Mart KP5,"B-G-2A, Jalan Metro Perdana 2, Taman Usahawan Kepong",Kuala Lumpur,3.216966,101.6431877,2.3,8,,Convenience,Conv - Indie mart,Tier 1,5.05
ChIJJ5Hbz4yzzTERD5Zfa9rP_28,KK Super Mart SKP,"A-GF-01, Ground Floor, Sky Park @ One City, Jalan USJ 25/1",Selangor,3.021921,101.5798749,2.1,10,010-230 8095,Convenience,Conv - KK Mart,Tier 1,5.04
ChIJ3Wewnw1VzDER1QOBLxveCJI,Neighbor Fresh Mart,"Jalan Sementa Utama 1, Taman Sementa Utama",Klang,3.0935116,101.3787638,2.8,5,016-222 9002,Super/Groceries,Super - Indie retail,Tier 1,5.02
ChIJVbwD3nGwzTERpDBMD3eEWu0,Coop Mart,"Kampung Se3662iri, Kampung Seri Cheeding",Banting,2.895833,101.5782742,2.8,5,,Hyper,Hyper - Other regional chain,Tier 1,5.02
ChIJ1_ED8Fq1zTERaqSb0CopZfo,"KK Super Mart Puchong, Saujana Puchong (PSN)","No.16, Jalan SP 3/11, Taman Saujana Puchong",Puchong,2.9894638,101.6387267,2.8,5,,Convenience,Conv - KK Mart,Tier 1,5.02
ChIJ96DWKjxHzDERCmQ4rHkigw8,99 Speedmart 3011 Taman Greenwood Indah,"No : 1 & 3 (Ground Floor, Jalan 2, Taman Greenwood Indah",Batu Caves,3.2243187,101.7002603,2.8,5,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,5.02
ChIJsTDqva5UzDERCqwVVuzXWeU,KK SUPER MART Teluk Pulai (TPL),"129, Jalan Teluk Pulai, Taman Teluk Pulai",Klang,3.0417292,101.4282857,2.4,7,016-330 8199,Convenience,Conv - KK Mart,Tier 1,4.99
ChIJ77gJ4TVHzDER-an1Lwp05lE,99 Speedmart 2852 Kawasan Perindustrian Batu Caves Utara,No: 2 & 3 (Ground Floor Jalan BCU 1 Kawasan Perindustrian Batu Caves Utara,Batu Caves,3.2653489,101.6807044,2.4,7,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,4.99
ChIJMSNWkJSzzTERjqIvvRXqeLg,Asia Mart Sri Muda,"No. 5, 7, 9 & 11, Jalan Mesra 25/66, Taman Seri Muda, Seksyen 25, Taman Sri Muda",Shah Alam,3.0301512,101.5360378,2.0,11,016-256 3642,Super/Groceries,Super - Indie retail,Tier 1,4.97
ChIJr_rm81dNzDER_Du3kMqxPIk,"Mymart Section 23, Shah Alam","5-G, Jalan Pelabur B 23/B, Seksyen 23",Shah Alam,3.0449773,101.526208,4.5,2,,Super/Groceries,Super - Indie retail,Tier 1,4.94
ChIJE5m9LydOzDEREVZd0F_ICwA,Pasar Mini An-Nurs,"No. 2, Jalan Alfa C, Pusat Perdagangan Subang Permai",Shah Alam,3.1392323,101.5277028,4.5,2,016-324 3818,Super/Groceries,Super - Independent local,Tier 1,4.94
ChIJF1ctgnhKzDERZxSDUu5q_No,Juliana teguh ent pasar mini & pasar segar,no 5 grd floor pangsapuri sri sg besi k lumpur,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.0797932,101.7066864,4.5,2,012-676 3631,Super/Groceries,Super - Independent local,Tier 1,4.94
ChIJF878hAQ3zDERnerxC7jhye8,Gogrocer Malaysia Sdn Bhd,"No322 B, Jalan Ampang Kiri, Kampung Berembang",Ampang,3.1603314,101.7458772,4.5,2,013-606 0474,Super/Groceries,Super - Sundry/grocer,Tier 1,4.94
ChIJ96CLvr5HzDER_bI-NpFI9RA,Pasar Raya Well-Mart KP9,"3555, Jalan Benteng Utara, Jinjang Utara",Kuala Lumpur,3.2242659,101.659904,4.5,2,03-6242 8875,Super/Groceries,Super - Indie retail,Tier 1,4.94
