store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity,CHECK,CHECK.1,CHECK.2,Reckitt Tier,Reckitt Tier.1,nname,already_being_covered,match_confidence,match_reason,distance_m,matched_portfolio_id,matched_portfolio_name
ChIJY8HCPMizzTER1ZcufhEik0s,ChIJY8HCPMizzTER1ZcufhEik0s,99 Speedmart 1421 Taman Mas Puchong,"91-G-GF, Spring Court, 2, Lingkaran Dagang Mas, Taman Mas Sepang",Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.975174,101.580116,3.4,11,0,Active,convenience_store,0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","91-G-GF, Spring Court, 2, Lingkaran Dagang Mas, Taman Mas Sepang, Puchong",ChIJY8HCPMizzTER1ZcufhEik0s,Convenience,,Conv - 99 Speedmart,Tier 1,99 speedmart 1421 taman mas puchong,NO,n/a,no portfolio within 2km,,,
ChIJDzoKET6zzTER6CxmatWsU3A,ChIJDzoKET6zzTER6CxmatWsU3A,"Ming Kuang Trading (Fresh fruits, vegetables and frozen foods)","12, Jalan PP 2/3, Taman Putra Prima",Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9764584,101.5911831,2.8,5,0,Temporarily Closed,convenience_store,0,0,False,scraped,016-328 2441,,https://www.facebook.com/ming.kuang.7505,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","12, Jalan PP 2/3, Taman Putra Prima, Puchong",ChIJDzoKET6zzTER6CxmatWsU3A,Convenience,,Conv - Indie retail,Tier 2,ming kuang fresh fruits vegetables and frozen foods,NO,n/a,no portfolio within 2km,,,
ChIJVciN1TqzzTERZdCC-rWPJH0,ChIJVciN1TqzzTERZdCC-rWPJH0,KK Super Mart PKP koi prima,"C-1-13A, KOI PRIMA, Jalan Pinggiran Mas 1, Taman Mas Sepang",Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.975082,101.5773863,1.9,12,0,Active,convenience_store,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","C-1-13A, KOI PRIMA, Jalan Pinggiran Mas 1, Taman Mas Sepang, Puchong",ChIJVciN1TqzzTERZdCC-rWPJH0,Convenience,,Conv - KK Mart,Tier 1,kk super mart pkp koi prima,NO,n/a,no portfolio within 2km,,,
ChIJLVPmgVWzzTERGHCgQ-QQaOY,ChIJLVPmgVWzzTERGHCgQ-QQaOY,99 Speedmart 1164 Taman Putra Prima,"32, Jalan PP 2/2, Taman Putra Prima",Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9773183,101.591926,3.8,202,0,Active,convenience_store,0,0,False,scraped,03-3362 6863,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","32, Jalan PP 2/2, Taman Putra Prima, Puchong",ChIJLVPmgVWzzTERGHCgQ-QQaOY,Convenience,,Conv - 99 Speedmart,Tier 1,99 speedmart 1164 taman putra prima,NO,n/a,no portfolio within 2km,,,
ChIJC687cyixzTERz9RnHh6nMPM,ChIJC687cyixzTERz9RnHh6nMPM,PP ONE MINI MARKET,"Jalan Putra Perdana 5h, Taman Putra Perdana",Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9413867,101.6105399,4.2,5,0,Active,convenience_store,0,0,False,scraped,03-8319 4955,Monday: 7:00 AM – 12:15 AM | Tuesday: 7:00 AM – 12:15 AM | Wednesday: 7:00 AM – 12:15 AM | Thursday: 7:00 AM – 12:15 AM | Friday: 7:00 AM – 12:15 AM | Saturday: 7:00 AM – 12:15 AM | Sunday: 7:00 AM – 12:15 AM,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","Jalan Putra Perdana 5h, Taman Putra Perdana, Puchong",ChIJC687cyixzTERz9RnHh6nMPM,Convenience,,Conv - Mini-mart,Tier 1,pp one mini market,NO,n/a,no portfolio within 2km,,,
ChIJHxjGBkyxzTERRhFclMvvLHc,ChIJHxjGBkyxzTERRhFclMvvLHc,99 Speedmart 1766 Putra Perdana (PP3),Taman Putra Perdana,Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9413564,101.6105831,3.9,112,0,Active,convenience_store,0,0,False,scraped,,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","Taman Putra Perdana, Puchong",ChIJHxjGBkyxzTERRhFclMvvLHc,Convenience,,Conv - 99 Speedmart,Tier 1,99 speedmart 1766 putra perdana pp3,NO,n/a,no portfolio within 2km,,,
ChIJl1CgOwCxzTERkXSopxY5f8w,ChIJl1CgOwCxzTERkXSopxY5f8w,99 Speedmart 1642 TMN PUTRA PERDANA 2,"Ground Floor, No: 68, Lingkungan Putra Perdana, Taman Putra Perdana",Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9461163,101.6134207,4.1,60,0,Active,convenience_store,0,0,False,scraped,03-3362 6863,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","Ground Floor, No: 68, Lingkungan Putra Perdana, Taman Putra Perdana, Puchong",ChIJl1CgOwCxzTERkXSopxY5f8w,Convenience,,Conv - 99 Speedmart,Tier 1,99 speedmart 1642 tmn putra perdana 2,NO,n/a,no portfolio within 2km,,,
ChIJqRiMGAOxzTERVjvSgtpsHvE,ChIJqRiMGAOxzTERVjvSgtpsHvE,"KK SUPER MART Puchong, Taman Putra Perdana(PPP)","G71, Pangsapuri Alpha Arena, Jalan, Lingkaran Putra Perdana, Taman Putra Perdana",Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9460112,101.6135751,2.7,10,0,Active,convenience_store,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","G71, Pangsapuri Alpha Arena, Jalan, Lingkaran Putra Perdana, Taman Putra Perdana, Puchong",ChIJqRiMGAOxzTERVjvSgtpsHvE,Convenience,,Conv - KK Mart,Tier 1,kk super mart puchong taman putra perdana ppp,NO,n/a,no portfolio within 2km,,,
ChIJA1P82bbLzTERb0L5tfUc9j0,ChIJA1P82bbLzTERb0L5tfUc9j0,"KK SUPER MART Pusat Bandar, Bangi (BPB)","23, Jalan Medan Pusat Bandar 4A, Seksyen 9",Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9585293,101.755701,1.9,16,0,Active,convenience_store,0,0,False,scraped,016-330 8453,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","23, Jalan Medan Pusat Bandar 4A, Seksyen 9, Bangi",ChIJA1P82bbLzTERb0L5tfUc9j0,Convenience,,Conv - KK Mart,Tier 1,kk super mart pusat bandar bangi bpb,NO,n/a,no portfolio within 2km,,,
ChIJqbMWBPrJzTERm9QOwxTpca8,ChIJqbMWBPrJzTERm9QOwxTpca8,P WANA ENTERPRISE SDN BHD,"LOT G-303, KOMPLEKS DIAMOND, Jalan Medan Bangi, BANGI BUSINESS PARK",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9534318,101.7580479,0.0,0,0,Active,convenience_store,0,0,False,scraped,03-8210 1274,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 1:00 PM | Sunday: Closed,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","LOT G-303, KOMPLEKS DIAMOND, Jalan Medan Bangi, BANGI BUSINESS PARK, Bandar Baru Bangi",ChIJqbMWBPrJzTERm9QOwxTpca8,Convenience,,Conv - Indie retail,Tier 2,p wana,NO,n/a,no portfolio within 2km,,,
ChIJVx-wc3_LzTERNJi34oOTDxQ,ChIJVx-wc3_LzTERNJi34oOTDxQ,Mesra,"Petronas, Lot, PT 55687, Persiaran Kemajuan, Seksyen 9",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9610826,101.7511302,4.0,2,0,Temporarily Closed,convenience_store,0,0,False,scraped,018-325 9842,,https://www.mymesra.com.my/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Petronas, Lot, PT 55687, Persiaran Kemajuan, Seksyen 9, Bandar Baru Bangi",ChIJVx-wc3_LzTERNJi34oOTDxQ,Convenience,,Conv - Petronas Mesra,Tier 2,mesra,NO,n/a,no portfolio within 2km,,,
ChIJ7zR-5ZTIzTER05kHT28Ot50,ChIJ7zR-5ZTIzTER05kHT28Ot50,Pasar Mini N & Z,"No. 16, Jalan Sri Putra 1/4, 43650, Bandar Sri Putra Bangi",Selangor,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.954122,101.758797,0.0,0,0,Active,convenience_store,0,0,False,scraped,03-8925 1499,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No. 16, Jalan Sri Putra 1/4, 43650, Bandar Sri Putra Bangi, Selangor",ChIJ7zR-5ZTIzTER05kHT28Ot50,Convenience,,Conv - Mini-mart,Tier 1,pasar mini n z,NO,n/a,no portfolio within 2km,,,
ChIJMRvR35PJzTER7nP8um5RoAY,ChIJMRvR35PJzTER7nP8um5RoAY,"Pasar Mini Arrais (Seksyen 12, Bandar Baru Bangi)","7, Jalan 12/1, Seksyen 12",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9419802,101.7509317,5.0,1,0,Active,convenience_store,0,0,False,scraped,,Monday: 6:30 AM – 10:00 PM | Tuesday: 6:30 AM – 10:00 PM | Wednesday: 6:30 AM – 10:00 PM | Thursday: 6:30 AM – 10:00 PM | Friday: 6:30 AM – 10:00 PM | Saturday: 6:30 AM – 10:00 PM | Sunday: 6:30 AM – 10:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","7, Jalan 12/1, Seksyen 12, Bandar Baru Bangi",ChIJMRvR35PJzTER7nP8um5RoAY,Convenience,,Conv - Mini-mart,Tier 1,pasar mini arrais seksyen 12 bandar baru bangi,NO,n/a,no portfolio within 2km,,,
ChIJB2u10ZHLzTERD_gi_d5D0kU,ChIJB2u10ZHLzTERD_gi_d5D0kU,"99 Speedmart 1306 Bangi, Sek 8","No: 36, Jalan Medan Pusat 2c",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9633054,101.7536014,3.9,10,0,Active,convenience_store,0,0,False,scraped,03-3362 6863,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No: 36, Jalan Medan Pusat 2c, Bandar Baru Bangi",ChIJB2u10ZHLzTERD_gi_d5D0kU,Convenience,,Conv - 99 Speedmart,Tier 1,99 speedmart 1306 bangi sek 8,NO,n/a,no portfolio within 2km,,,
ChIJZzlQp9vJzTERw8kkSItBM2c,ChIJZzlQp9vJzTERw8kkSItBM2c,Rizky Mart,Kampung Sungai Merab Luar,Kajang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9426365,101.7434326,4.3,3,0,Active,convenience_store,0,0,False,scraped,,Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 11:30 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Kampung Sungai Merab Luar, Kajang",ChIJZzlQp9vJzTERw8kkSItBM2c,Convenience,,Conv - Indie mart,Tier 1,rizky mart,NO,n/a,no portfolio within 2km,,,
ChIJnzc-YXnLzTERMaP2PKPlC9Y,ChIJnzc-YXnLzTERMaP2PKPlC9Y,KK Super Mart Bandar Baru Bangi (3) (BBB3),"189, Jalan 8/1, Seksyen 8",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.96274,101.757944,1.0,8,0,Active,convenience_store,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","189, Jalan 8/1, Seksyen 8, Bandar Baru Bangi",ChIJnzc-YXnLzTERMaP2PKPlC9Y,Convenience,,Conv - KK Mart,Tier 1,kk super mart bandar baru bangi 3 bbb3,NO,n/a,no portfolio within 2km,,,
ChIJ9QDGetLLzTER2EEIKU1nvH4,ChIJ9QDGetLLzTER2EEIKU1nvH4,Cempaka Tasek Mini Market,"No. 197, Jalan 8/1, Seksyen 8",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.962759,101.7580309,3.0,3,0,Active,convenience_store,0,0,False,scraped,012-375 0606,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No. 197, Jalan 8/1, Seksyen 8, Bandar Baru Bangi",ChIJ9QDGetLLzTER2EEIKU1nvH4,Convenience,,Conv - Mini-mart,Tier 1,cempaka tasek mini market,NO,n/a,no portfolio within 2km,,,
ChIJjzqfzCfKzTERtvtsYFF7UAM,ChIJjzqfzCfKzTERtvtsYFF7UAM,Pasar Mini Mohd Azli Samsi,"No. 1, Lot 2973, Jalan Cempaka Biru, Kampung Dato Abu Bakar Baginda",Kajang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9568604,101.7374536,3.0,2,0,Active,convenience_store,0,0,False,scraped,03-8926 6093,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No. 1, Lot 2973, Jalan Cempaka Biru, Kampung Dato Abu Bakar Baginda, Kajang",ChIJjzqfzCfKzTERtvtsYFF7UAM,Convenience,,Conv - Mini-mart,Tier 1,pasar mini mohd azli samsi,NO,n/a,no portfolio within 2km,,,
ChIJJ6mo_y7JzTERU1lW_aw50ag,ChIJJ6mo_y7JzTERU1lW_aw50ag,D & D Rideen Enterprise,"Lot 9121, Kampung Sungai Merab Luar",Kajang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9379174,101.7487705,0.0,0,0,Active,convenience_store,0,0,False,scraped,,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Lot 9121, Kampung Sungai Merab Luar, Kajang",ChIJJ6mo_y7JzTERU1lW_aw50ag,Convenience,,Conv - Indie retail,Tier 2,d d rideen,NO,n/a,no portfolio within 2km,,,
ChIJZZ9TU1HLzTERAatVphJ6OkU,ChIJZZ9TU1HLzTERAatVphJ6OkU,Pasar Segar Richqi Enterprise,"6044 Jalan Imam, Kampung Sungai Ramal Dalam",Kajang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9674979,101.7574156,0.0,0,0,Active,convenience_store,0,0,False,scraped,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","6044 Jalan Imam, Kampung Sungai Ramal Dalam, Kajang",ChIJZZ9TU1HLzTERAatVphJ6OkU,Convenience,,Conv - Indie retail,Tier 2,pasar segar richqi,NO,n/a,no portfolio within 2km,,,
ChIJq1oblLzJzTERX_l3unsYmfs,ChIJq1oblLzJzTERX_l3unsYmfs,KK SUPER MART Bandar Baru Bangi (BBB),"No: 16, Jalan 6c/7, Taman Persiaran Bangi",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9437069,101.7640229,2.1,8,0,Active,convenience_store,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No: 16, Jalan 6c/7, Taman Persiaran Bangi, Bandar Baru Bangi",ChIJq1oblLzJzTERX_l3unsYmfs,Convenience,,Conv - KK Mart,Tier 1,kk super mart bandar baru bangi bbb,NO,n/a,no portfolio within 2km,,,
ChIJJyNX1szJzTERGPUiuUU1mYw,ChIJJyNX1szJzTERGPUiuUU1mYw,Famous Fresh & Frozen Supply Trading,"8, Jalan 6c/7, Taman Persiaran Bangi",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.94383,101.7642082,5.0,2,0,Active,convenience_store,0,0,False,scraped,,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","8, Jalan 6c/7, Taman Persiaran Bangi, Bandar Baru Bangi",ChIJJyNX1szJzTERGPUiuUU1mYw,Convenience,,Conv - Indie retail,Tier 2,famous fresh frozen supply,NO,n/a,no portfolio within 2km,,,
ChIJBRWW6G_JzTERiMy3DuQJzPU,ChIJBRWW6G_JzTERiMy3DuQJzPU,Gmart,Taman Persiaran Bangi,Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9433666,101.7643353,3.9,8,0,Active,convenience_store,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Taman Persiaran Bangi, Bandar Baru Bangi",ChIJBRWW6G_JzTERiMy3DuQJzPU,Convenience,,Conv - Indie mart,Tier 1,gmart,NO,n/a,no portfolio within 2km,,,
ChIJCZNOG5nJzTERSyPI_7h-hTo,ChIJCZNOG5nJzTERSyPI_7h-hTo,Select,"Shell Suhaz Maju Enterprise, Jalan 6c-8 Jalan 6c/2, Lot 2 Jln 6, C 1, Jalan Bandar Baru Bangi, Taman Persiaran Bangi",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9433721,101.7653653,1.0,1,0,Active,convenience_store,0,0,False,scraped,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Shell Suhaz Maju Enterprise, Jalan 6c-8 Jalan 6c/2, Lot 2 Jln 6, C 1, Jalan Bandar Baru Bangi, Taman Persiaran Bangi, Bandar Baru Bangi",ChIJCZNOG5nJzTERSyPI_7h-hTo,Convenience,,Conv - Petronas Mesra,Tier 2,select,NO,n/a,no portfolio within 2km,,,
ChIJb7RXMbvJzTERdCKdzDmM3ts,ChIJb7RXMbvJzTERdCKdzDmM3ts,MADEENA MINI MART,"5, Jalan 1/9g, Seksyen 1",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9466926,101.7677884,5.0,1,0,Active,convenience_store,0,0,False,scraped,011-6068 9959,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,,0,"['convenience_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","5, Jalan 1/9g, Seksyen 1, Bandar Baru Bangi",ChIJb7RXMbvJzTERdCKdzDmM3ts,Convenience,,Conv - Mini-mart,Tier 1,madeena mini mart,NO,n/a,no portfolio within 2km,,,
ChIJedBOx63LzTERtDBJjGIdBKA,ChIJedBOx63LzTERtDBJjGIdBKA,Mesra,"Petronas Persiaran Jaya, Lot PT 28768 HS(M) 21664, Bandar Baru Bangi Industrial Zon 1, Sungai Ramal Dalam, Kajang",Bandar Baru Bangi,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9724935,101.7505703,5.0,310,0,Temporarily Closed,convenience_store,0,0,False,scraped,,,https://www.mymesra.com.my/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Petronas Persiaran Jaya, Lot PT 28768 HS(M) 21664, Bandar Baru Bangi Industrial Zon 1, Sungai Ramal Dalam, Kajang, Bandar Baru Bangi",ChIJedBOx63LzTERtDBJjGIdBKA,Convenience,,Conv - Petronas Mesra,Tier 2,mesra,NO,n/a,no portfolio within 2km,,,
