store_id,place_id,store_name,banner,format,reckitt_target,address,city,region,lat,lng,category,rating,review_count,phone,opening_hours,website,google_types,vicinity,price_level,business_status,annual_sales_usd,lines_per_store,covered,source,poi_count
ChIJXQw2ze5hHTERzvAxcc7Pf2k,ChIJXQw2ze5hHTERzvAxcc7Pf2k,Mo Ya 19 Pharmacy,Independent,Pharmacy (independent),TARGET,"2202 Soi Ramkhamhaeng 30/1, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.758766,100.6345055,pharmacy,0,0,02 374 8835,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2202 Soi Ramkhamhaeng 30/1, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJN_XWW71hHTERIc2Sp4CkSxo,ChIJN_XWW71hHTERIc2Sp4CkSxo,คลังยาหัวหมาก (Huamak Pharmacy),Independent,Pharmacy (independent),TARGET,"590 ถนน Soi Ramkhamhaeng 24, Yaek 32, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7551848,100.6270874,pharmacy,5,4,088 246 6566,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 8:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 8:00 PM | Saturday: 11:00 AM – 8:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","590 ถนน Soi Ramkhamhaeng 24,Yaek 32, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJj2kPy6thHTER5Hupf7EH4SY,ChIJj2kPy6thHTER5Hupf7EH4SY,"Pharmacy De Bangkok,ABAC Ramkhamhaeng",Independent,Pharmacy (independent),TARGET,"562 Soi Ramkhamhaeng 24, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7549234,100.6264106,pharmacy,4.2,5,063 195 3674,Monday: 7:00 AM – 1:00 AM | Tuesday: 7:00 AM – 1:00 AM | Wednesday: 7:00 AM – 1:00 AM | Thursday: 7:00 AM – 1:00 AM | Friday: 7:00 AM – 1:00 AM | Saturday: 7:00 AM – 1:00 AM | Sunday: 7:00 AM – 1:00 AM,https://www.facebook.com/PharmacyDeBangkok/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","562 Soi Ramkhamhaeng 24, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJk2nxN-dhHTER-XdKCRaqZvo,ChIJk2nxN-dhHTER-XdKCRaqZvo,med siridej,Independent (no name keyword),Pharmacy (independent),TARGET,"21 Hua Mak Road, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.754979,100.6258302,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","21 Hua Mak Road, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJQWu3pbJhHTERIbH5XCY9iOY,ChIJQWu3pbJhHTERIbH5XCY9iOY,Fascino ร้านขายยา ฟาสซิโน สาขา แม็คโครรามคำแหง 24,Fascino,Pharmacy (chain),REVIEW,"536/1 Soi Ramkhamhaeng 24, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7542217,100.6250959,pharmacy,5,29,097 127 7878,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,https://www.openlink.co/fascinothailand,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","536/1 Soi Ramkhamhaeng 24, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJm931ZD2X4jARMWFWm-ZCtao,ChIJm931ZD2X4jARMWFWm-ZCtao,Pinyopharmacy,Independent,Pharmacy (independent),TARGET,"Phuthhamonton, Thanon Phutthamonthon Sai 1, Banramad",Khet Taling Chan,Nonthaburi,13.7702802,100.4257461,pharmacy,0,0,081 847 4729,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","Phuthhamonton, Thanon Phutthamonthon Sai 1, Banramad, Khet Taling Chan",0,Active,0,0,FALSE,scraped,0
ChIJtU4sOfCZ4jARdtapHr4BMbc,ChIJtU4sOfCZ4jARdtapHr4BMbc,Spaya pharmacy,Independent,Pharmacy (independent),TARGET,"เลขที่ 292 Chim Phli 1, Khwaeng Chim Phli",Khet Taling Chan,Nonthaburi,13.773498,100.4527424,pharmacy,4.2,5,093 542 6559,Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 7:00 PM | Saturday: 7:00 AM – 12:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","เลขที่ 292 Chim Phli 1, Khwaeng Chim Phli, Khet Taling Chan",0,Active,0,0,FALSE,scraped,0
ChIJF02_tOiZ4jARio1NdwIqJRU,ChIJF02_tOiZ4jARio1NdwIqJRU,Rungchira Pharmacy,Independent,Pharmacy (independent),TARGET,"QF82+JR7, Chimphli-Wat Ratchadathitsathan Rd, Khwaeng Khlong Chak Phra",Khet Taling Chan,Nonthaburi,13.766526,100.452034,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","QF82+JR7, Chimphli-Wat Ratchadathitsathan Rd, Khwaeng Khlong Chak Phra, Khet Taling Chan",0,Active,0,0,FALSE,scraped,0
ChIJh6uh9aeZ4jARozNqcliVbbU,ChIJh6uh9aeZ4jARozNqcliVbbU,ร้านขายยา กู้ด เวลล์ ฟาร์มาซี (Good Well Pharmacy) สาขาโครงการเดอะเซอร์เคิล ราชพฤกษ์,Independent,Pharmacy (independent),TARGET,"โครงการเดอะเซอร์เคิล, 39 Thanon Ratchaphruek, Khwaeng Bang Ramat",Khet Taling Chan,Nonthaburi,13.7677549,100.44224,pharmacy,3.3,29,061 178 9189,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,https://www.facebook.com/goodwell.official,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","โครงการเดอะเซอร์เคิล, 39 Thanon Ratchaphruek, Khwaeng Bang Ramat, Khet Taling Chan",0,Active,0,0,FALSE,scraped,0
ChIJ-2iUOxaX4jARk6LYgBIEyLM,ChIJ-2iUOxaX4jARk6LYgBIEyLM,PHARMAX Food Villa Ratchaphruek,Independent (no name keyword),Pharmacy (independent),TARGET,"โครงการฟู้ดวิลล่าราชพฤกษ์ เลขที่ 77ชั้น1 อาคารFห้องเลขที่ F06, F07, F08, ซอย บางระมาด",เขตตลิ่งชัน,Nonthaburi,13.7645853,100.4434746,pharmacy,4.7,52,081 657 2109,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,http://www.pharmaxshop.com/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","โครงการฟู้ดวิลล่าราชพฤกษ์ เลขที่ 77ชั้น1 อาคารFห้องเลขที่ F06,F07,F08, ซอย บางระมาด, เขตตลิ่งชัน",0,Active,0,0,FALSE,scraped,0
ChIJ-dUI3o2Z4jAR0Fy4gJAMwNY,ChIJ-dUI3o2Z4jAR0Fy4gJAMwNY,Atthanee Drug Store,Independent (no name keyword),Pharmacy (independent),TARGET,"142/17 Thanon Bang Khun Non, Khwaeng Bang Khun Non",Khet Bangkok Noi,Nonthaburi,13.7730829,100.4673775,pharmacy,0,0,02 434 1332,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,,"['drugstore', 'pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","142/17 Thanon Bang Khun Non, Khwaeng Bang Khun Non, Khet Bangkok Noi",0,Active,0,0,FALSE,scraped,0
ChIJh0wOMJGZ4jARmXmdabIV1Ag,ChIJh0wOMJGZ4jARmXmdabIV1Ag,Ran Phimon Osot,Independent (no name keyword),Pharmacy (independent),TARGET,Thailand,Nonthaburi,Nonthaburi,13.766512,100.46981,pharmacy,0,0,02 424 7051,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",Thailand,0,Active,0,0,FALSE,scraped,0
ChIJ41Nzw5CZ4jARa6lGIskf07o,ChIJ41Nzw5CZ4jARa6lGIskf07o,Catthaliya Clinic,Independent (no name keyword),Pharmacy (independent),TARGET,"60/10 Thanon Bang Khun Non, Khwaeng Bang Khun Non",Khet Bangkok Noi,Nonthaburi,13.7668985,100.4714631,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","60/10 Thanon Bang Khun Non, Khwaeng Bang Khun Non, Khet Bangkok Noi",0,Active,0,0,FALSE,scraped,0
ChIJN2-PTpeZ4jAR5xVlT4SPgN0,ChIJN2-PTpeZ4jAR5xVlT4SPgN0,Nipon Pharmacy,Independent,Pharmacy (independent),TARGET,"10700 Thanon Bang Khun Non, Khwaeng Bang Khun Non",Khet Bangkok Noi,Nonthaburi,13.7652595,100.472472,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","10700 Thanon Bang Khun Non, Khwaeng Bang Khun Non, Khet Bangkok Noi",0,Active,0,0,FALSE,scraped,0
ChIJ-_UCUJeZ4jARyi023WeYrPE,ChIJ-_UCUJeZ4jARyi023WeYrPE,Osot Chanaphan Pharmacy,Independent,Pharmacy (independent),TARGET,"10700 Soi Palat Yai, Khwaeng Bang Khun Non",Khet Bangkok Noi,Nonthaburi,13.765031,100.472683,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","10700 Soi Palat Yai, Khwaeng Bang Khun Non, Khet Bangkok Noi",0,Active,0,0,FALSE,scraped,0
ChIJcwiuW5eZ4jARLxPoZ3KkEGc,ChIJcwiuW5eZ4jARLxPoZ3KkEGc,Chumchon Pharmacy,Independent,Pharmacy (independent),TARGET,"9/35 Thanon Bang Khun Non, Khwaeng Bang Khun Non",Khet Bangkok Noi,Nonthaburi,13.764787,100.472893,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","9/35 Thanon Bang Khun Non, Khwaeng Bang Khun Non, Khet Bangkok Noi",0,Active,0,0,FALSE,scraped,0
ChIJp3WqYE2Z4jARFN8972qaPlQ,ChIJp3WqYE2Z4jARFN8972qaPlQ,Bangkok Medical,Independent (no name keyword),Pharmacy (independent),TARGET,"อาคาร สมเด็จพระเทพรัตน์ ชั้น 2, Thanon Rama VI, Khwaeng Thung Phaya Thai",Khet Ratchathewi,Nonthaburi,13.7687096,100.5282048,pharmacy,5,2,02 354 8671,Monday: 8:30 AM – 7:00 PM | Tuesday: 8:30 AM – 7:00 PM | Wednesday: 8:30 AM – 7:00 PM | Thursday: 8:30 AM – 7:00 PM | Friday: 8:30 AM – 7:00 PM | Saturday: Closed | Sunday: Closed,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","อาคาร สมเด็จพระเทพรัตน์ ชั้น 2, Thanon Rama VI, Khwaeng Thung Phaya Thai, Khet Ratchathewi",0,Active,0,0,FALSE,scraped,0
ChIJVZBTCDnkGDERSrMq7jtGSRo,ChIJVZBTCDnkGDERSrMq7jtGSRo,Charoen Phesat,Independent (no name keyword),Pharmacy (independent),TARGET,"107/1 Thanon Sukhantharam, Khwaeng Suan Chitlada",Khet Dusit,Nonthaburi,13.776097,100.5237544,pharmacy,0,0,055 590 155,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","107/1 Thanon Sukhantharam, Khwaeng Suan Chitlada, Khet Dusit",0,Active,0,0,FALSE,scraped,0
ChIJeeUfXACZ4jAR7csFc0bKejA,ChIJeeUfXACZ4jAR7csFc0bKejA,RAMA Health Shop อาคาร1,Independent (no name keyword),Pharmacy (independent),TARGET,"270 Rama 6 Rd, Khwaeng Thung Phaya Thai",Khet Ratchathewi,Nonthaburi,13.7665337,100.5269256,pharmacy,0,0,,Monday: 7:30 AM – 9:00 PM | Tuesday: 7:30 AM – 9:00 PM | Wednesday: 7:30 AM – 9:00 PM | Thursday: 7:30 AM – 9:00 PM | Friday: 7:30 AM – 9:00 PM | Saturday: 8:30 AM – 4:00 PM | Sunday: 8:30 AM – 2:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","270 Rama 6 Rd, Khwaeng Thung Phaya Thai, Khet Ratchathewi",0,Active,0,0,FALSE,scraped,0
ChIJVX_fAleZ4jARhcZCDgoeLJ4,ChIJVX_fAleZ4jARhcZCDgoeLJ4,Suk Thanom Thai Traditional Medicine,Independent (no name keyword),Pharmacy (independent),TARGET,"QGGC+VGM, 322 Thanon Rama V, Khwaeng Suan Chitlada",Khet Dusit,Nonthaburi,13.77725,100.521308,pharmacy,5,1,02 243 5213,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","QGGC+VGM, 322 Thanon Rama V, Khwaeng Suan Chitlada, Khet Dusit",0,Active,0,0,FALSE,scraped,0
ChIJdzauHk2Z4jARrK-H_-IML-M,ChIJdzauHk2Z4jARrK-H_-IML-M,"Government Pharmaceutical Organization Pharmacy, Ratchathewi Branch",Independent,Pharmacy (independent),TARGET,"75/1 Thanon Rama VI, Khwaeng Thung Phaya Thai",Khet Ratchathewi,Nonthaburi,13.7668582,100.5283871,pharmacy,4.1,46,02 203 8847,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 8:00 AM – 4:00 PM,,"['drugstore', 'pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","75/1 Thanon Rama VI, Khwaeng Thung Phaya Thai, Khet Ratchathewi",0,Active,0,0,FALSE,scraped,0
ChIJRStiFfGZ4jARsuBNBsnu_X8,ChIJRStiFfGZ4jARsuBNBsnu_X8,เจเภสัช J.Pharma ขายยาโดยเภสัชกร,เภสัช (Independent),Pharmacy (independent),TARGET,"1502/6 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si",Khet Dusit,Nonthaburi,13.7763969,100.5276583,pharmacy,0,0,088 909 3649,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 8:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1502/6 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si, Khet Dusit",0,Active,0,0,FALSE,scraped,0
ChIJLdg1TVSZ4jARrKHYkb-tAio,ChIJLdg1TVSZ4jARrKHYkb-tAio,Surat Medicine,Independent (no name keyword),Pharmacy (independent),TARGET,"4 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si",Khet Dusit,Nonthaburi,13.777644,100.52602,pharmacy,5,1,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","4 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si, Khet Dusit",0,Active,0,0,FALSE,scraped,0
ChIJxYmRIvyZ4jARTeS7aO5VnOA,ChIJxYmRIvyZ4jARTeS7aO5VnOA,Med express เมด เอ็กซ์เพรส,Independent (no name keyword),Pharmacy (independent),TARGET,"983/7 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si",Khet Dusit,Nonthaburi,13.7776686,100.5260268,pharmacy,5,5,095 194 2454,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: Closed | Sunday: 10:00 AM – 8:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","983/7 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si, Khet Dusit",0,Active,0,0,FALSE,scraped,0
ChIJwUtZd1aZ4jARpjynomT2Rhs,ChIJwUtZd1aZ4jARpjynomT2Rhs,Tang Chin Heng Pharmacy,Independent,Pharmacy (independent),TARGET,"1414/11 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si",Khet Dusit,Nonthaburi,13.778553,100.5237,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1414/11 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si, Khet Dusit",0,Active,0,0,FALSE,scraped,0
ChIJx5lZd1aZ4jAR23zXeFKI2zc,ChIJx5lZd1aZ4jAR23zXeFKI2zc,Sua Bin Brand Drug Store,Independent (no name keyword),Pharmacy (independent),TARGET,1418/2 ถนนนครไชยศรี แขวงถนนนครไชยศรี,Nonthaburi,Nonthaburi,13.778724,100.523577,pharmacy,5,4,02 241 0482,Monday: 7:30 AM – 9:00 PM | Tuesday: 7:30 AM – 9:00 PM | Wednesday: 7:30 AM – 9:00 PM | Thursday: 7:30 AM – 9:00 PM | Friday: 7:30 AM – 9:00 PM | Saturday: 7:30 AM – 9:00 PM | Sunday: 7:30 AM – 9:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",1418/2 ถนนนครไชยศรี แขวงถนนนครไชยศรี,0,Active,0,0,FALSE,scraped,0
ChIJMYaHblaZ4jARsofr9pxA6kE,ChIJMYaHblaZ4jARsofr9pxA6kE,IA Min Ting Pharmacy,Independent,Pharmacy (independent),TARGET,"1382 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si",Khet Dusit,Nonthaburi,13.7790213,100.5229105,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1382 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si, Khet Dusit",0,Active,0,0,FALSE,scraped,0
ChIJg8QcFVaZ4jARICzP_r5mkx0,ChIJg8QcFVaZ4jARICzP_r5mkx0,Li SAE Ting Pharmacy,Independent,Pharmacy (independent),TARGET,"757 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si",Khet Dusit,Nonthaburi,13.779421,100.522742,pharmacy,0,0,02 243 6421,Monday: 8:30 AM – 9:00 PM | Tuesday: 8:30 AM – 9:00 PM | Wednesday: 8:30 AM – 9:00 PM | Thursday: 8:30 AM – 9:00 PM | Friday: 8:30 AM – 9:00 PM | Saturday: 8:30 AM – 9:00 PM | Sunday: 8:30 AM – 9:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","757 Thanon Nakhon Chaisi Road, Khwaeng Thanon Nakhon Chai Si, Khet Dusit",0,Active,0,0,FALSE,scraped,0
ChIJx9CSfhie4jARCGzD9Y_eRbs,ChIJx9CSfhie4jARCGzD9Y_eRbs,Kosin Pharma,Independent (no name keyword),Pharmacy (independent),TARGET,"50 Soi Ramkhamhaeng 21, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7546089,100.6110408,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","50 Soi Ramkhamhaeng 21, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJpxw2sxie4jAR4oU_1IUeQoI,ChIJpxw2sxie4jAR4oU_1IUeQoI,Amornrat Pharmacy,Independent,Pharmacy (independent),TARGET,"ซอย รามคำแหง 24, Ramkhamhaeng Road, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7551765,100.6135875,pharmacy,5,3,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","ซอย รามคำแหง 24, Ramkhamhaeng Road, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJqfcYXu5hHTERZlFiwd1FTtE,ChIJqfcYXu5hHTERZlFiwd1FTtE,วัตสันหัวหมาก ทาวน์ เซ็นเตอร์ : Watsons Huamark Town Center : Click & Collect,Watsons,Pharmacy (chain),EXCLUDE,"ห้องเลขที่ 125 & 126, ชั้นที่ 1, เซ็นทรัล หัวหมาก Room No.125 & 126 1 Fl, 177 Ramkhamhaeng Road, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7555371,100.6128895,pharmacy,4.6,17,080 045 6913,Monday: 10:30 AM – 9:00 PM | Tuesday: 10:30 AM – 9:00 PM | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 9:00 PM | Saturday: 10:30 AM – 9:00 PM | Sunday: 10:30 AM – 9:00 PM,http://www.watsons.co.th/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","ห้องเลขที่ 125 & 126, ชั้นที่ 1, เซ็นทรัล หัวหมาก Room No.125 & 126 1 Fl, 177 Ramkhamhaeng Road, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJk9oH8JFhHTERjkDP2PV4hL4,ChIJk9oH8JFhHTERjkDP2PV4hL4,วัตสันรามคำแหง 24 : WATSONS RAMKHAMHAENG 24 : Click & Collect,Watsons,Pharmacy (chain),EXCLUDE,"No.294, Soi Poonsarbsin, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7530315,100.6201802,pharmacy,4.3,164,092 246 3359,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,http://www.watsons.co.th/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","No.294, Soi Poonsarbsin, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJZwdwUh-e4jARs5fmzmEWK6c,ChIJZwdwUh-e4jARs5fmzmEWK6c,Klang Ya Pharmacy,Independent,Pharmacy (independent),TARGET,"1/1 ซอย รามคำแหง 52, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.754569,100.614303,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1/1 ซอย รามคำแหง 52, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJYXd0sxie4jARBiXcd3PEzjE,ChIJYXd0sxie4jARBiXcd3PEzjE,B.M. Pharmacy,Independent,Pharmacy (independent),TARGET,"10 Soi Ramkhamhaeng 24, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7549807,100.6138949,pharmacy,5,2,085 567 9966,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","10 Soi Ramkhamhaeng 24, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJ8f64sBie4jAROd8aHIZzpWY,ChIJ8f64sBie4jAROd8aHIZzpWY,Rammawet Drug Store,Independent (no name keyword),Pharmacy (independent),TARGET,"268-270 Ramkhamhaeng Road, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.754964,100.613385,pharmacy,3.9,7,02 314 7931,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","268-270 Ramkhamhaeng Road, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJqUBrYBqf4jARNsaKsK67hCw,ChIJqUBrYBqf4jARNsaKsK67hCw,Unipharma - Ramkhamhaeng,Independent (no name keyword),Pharmacy (independent),TARGET,"2041/4 Ramkhamhaeng Road, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.755985,100.613827,pharmacy,4.8,5,092 938 1325,Monday: 10:00 AM – 7:00 PM | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM | Thursday: 10:00 AM – 7:00 PM | Friday: 10:00 AM – 7:00 PM | Saturday: 10:00 AM – 7:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2041/4 Ramkhamhaeng Road, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJB_mbfSKe4jARDtheb3abfoM,ChIJB_mbfSKe4jARDtheb3abfoM,Ya Nueng Pharmacy,Independent,Pharmacy (independent),TARGET,"2078 Ramkhamhaeng Road, Hua Mak",Khet Bang Kapi,Nonthaburi,13.7535244,100.6112739,pharmacy,0,0,02 319 9236,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2078 Ramkhamhaeng Road, Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
ChIJv0FsBruf4jAROnAvfAnFtwU,ChIJv0FsBruf4jAROnAvfAnFtwU,Pure Drug Store Big C Hua Mak,Pure,Pharmacy (chain),REVIEW,"177 Ramkhamhaeng Road, Khwaeng Hua Mak",Khet Bang Kapi,Nonthaburi,13.7557152,100.6130412,pharmacy,5,1,02 718 7780,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,https://www.bigc.co.th/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","177 Ramkhamhaeng Road, Khwaeng Hua Mak, Khet Bang Kapi",0,Active,0,0,FALSE,scraped,0
